model,role,control,method,target_scalar_density,metric,mean,std,min,max,count
llama2-7b,expand,rowcol_shuffled,fft2_topk_oracle,0.015625,retained_energy,0.08036120309681469,0.003378799482008991,0.07095718004980478,0.08907196753839883,240
llama2-7b,expand,rowcol_shuffled,fft2_topk_oracle,0.0625,retained_energy,0.23543118294153056,0.005810605763467361,0.22154719707441883,0.2519285221638611,240
llama2-7b,expand,rowcol_shuffled,fft2_topk_oracle,0.125,retained_energy,0.384506226003417,0.006835722881738704,0.3650469052861094,0.4055376807117573,240
llama2-7b,expand,rowcol_shuffled,fft2_topk_oracle,0.25,retained_energy,0.5960241854903793,0.0067247510738923134,0.5752475988186846,0.6159496466981962,240
llama2-7b,expand,rowcol_shuffled,identity_topk_oracle,0.015625,retained_energy,0.13079241207057887,0.012054853912959356,0.11014554952533435,0.17846004297703652,240
llama2-7b,expand,rowcol_shuffled,identity_topk_oracle,0.0625,retained_energy,0.33844066239466547,0.013740014417356896,0.3100619651495484,0.3898005396145687,240
llama2-7b,expand,rowcol_shuffled,identity_topk_oracle,0.125,retained_energy,0.5148183133098115,0.012043931832824517,0.48470817833812263,0.5552201990455239,240
llama2-7b,expand,rowcol_shuffled,identity_topk_oracle,0.25,retained_energy,0.7323106956956477,0.008503631212824716,0.7040795791822625,0.7587146195780127,240
llama2-7b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.015625,retained_energy,0.015693694255090578,0.002853053297778114,0.0094721220967764,0.027040465694726835,240
llama2-7b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.0625,retained_energy,0.062832393190697,0.006155988639620288,0.05034076952138558,0.08486777603358497,240
llama2-7b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.125,retained_energy,0.12568763708713862,0.00782394241829217,0.10195967280882708,0.15248015854593283,240
llama2-7b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.25,retained_energy,0.24966843032412986,0.009559406924874917,0.21804556538918418,0.2724367729736361,240
llama2-7b,expand,rowcol_shuffled,row_fft_topk_oracle,0.015625,retained_energy,0.09087434722126604,0.010690418434760143,0.07727477399201615,0.14342014292318248,240
llama2-7b,expand,rowcol_shuffled,row_fft_topk_oracle,0.0625,retained_energy,0.25159183197736634,0.013973597499022503,0.22924463533123537,0.30764789065602854,240
llama2-7b,expand,rowcol_shuffled,row_fft_topk_oracle,0.125,retained_energy,0.4016642691542391,0.013968201169303193,0.3775715345071388,0.45244904575248557,240
llama2-7b,expand,rowcol_shuffled,row_fft_topk_oracle,0.25,retained_energy,0.6109685581496054,0.011719818926658403,0.5886751017261445,0.649663843536265,240
llama2-7b,expand,smooth_positive_control,column_fft_lowfreq_static,0.015625,retained_energy,0.19601684663212995,0.19847461952165743,2.5132206908033014e-10,0.8011013098550571,240
llama2-7b,expand,smooth_positive_control,column_fft_lowfreq_static,0.0625,retained_energy,0.6176455051350337,0.2080846886271798,0.08663941136443827,0.9902372439244643,240
llama2-7b,expand,smooth_positive_control,column_fft_lowfreq_static,0.125,retained_energy,1.0,1.509333397457143e-15,0.9999999999999937,1.0000000000000053,240
llama2-7b,expand,smooth_positive_control,column_fft_lowfreq_static,0.25,retained_energy,1.0,1.509333397457143e-15,0.9999999999999937,1.0000000000000053,240
llama2-7b,expand,smooth_positive_control,column_fft_topk_oracle,0.015625,retained_energy,0.4800951327433619,0.12792333543902246,0.21365120461855025,0.80759382335176,240
llama2-7b,expand,smooth_positive_control,column_fft_topk_oracle,0.0625,retained_energy,0.9152897518100045,0.05904044887417683,0.7233167095943326,0.9995633670624243,240
llama2-7b,expand,smooth_positive_control,column_fft_topk_oracle,0.125,retained_energy,1.0000000000000002,2.372514564283562e-15,0.9999999999999928,1.0000000000000115,240
llama2-7b,expand,smooth_positive_control,column_fft_topk_oracle,0.25,retained_energy,1.0000000000000002,2.372514564283562e-15,0.9999999999999928,1.0000000000000115,240
llama2-7b,expand,smooth_positive_control,fft2_lowfreq_static,0.015625,retained_energy,1.0,1.6851594297802732e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_lowfreq_static,0.0625,retained_energy,1.0,1.6851594297802732e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_lowfreq_static,0.125,retained_energy,1.0,1.6851594297802732e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_lowfreq_static,0.25,retained_energy,1.0,1.6851594297802732e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_topk_oracle,0.015625,retained_energy,1.0,1.8731529492083329e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_topk_oracle,0.0625,retained_energy,1.0,1.8731529492083329e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_topk_oracle,0.125,retained_energy,1.0,1.8731529492083329e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,fft2_topk_oracle,0.25,retained_energy,1.0,1.8731529492083329e-16,0.9999999999999996,1.0000000000000007,240
llama2-7b,expand,smooth_positive_control,identity_topk_oracle,0.015625,retained_energy,0.0919344335313859,0.015051683410273898,0.04703386063661093,0.1404496378594717,240
llama2-7b,expand,smooth_positive_control,identity_topk_oracle,0.0625,retained_energy,0.2824343249050282,0.03353014777359056,0.1734893473488681,0.3891678969410607,240
llama2-7b,expand,smooth_positive_control,identity_topk_oracle,0.125,retained_energy,0.4590118723443164,0.040840127093852804,0.3169156748811054,0.582815585546829,240
llama2-7b,expand,smooth_positive_control,identity_topk_oracle,0.25,retained_energy,0.6905468675694777,0.03799859325223776,0.5375970463909796,0.7950949160434395,240
llama2-7b,expand,smooth_positive_control,row_fft_lowfreq_static,0.015625,retained_energy,0.18961333542271325,0.1899463860932503,3.688964927083582e-06,0.8655011226264243,240
llama2-7b,expand,smooth_positive_control,row_fft_lowfreq_static,0.0625,retained_energy,0.6078412199351639,0.21096719199572023,0.15451686529759717,0.9986829298809867,240
llama2-7b,expand,smooth_positive_control,row_fft_lowfreq_static,0.125,retained_energy,1.0,1.5094116575957779e-15,0.9999999999999937,1.0000000000000064,240
llama2-7b,expand,smooth_positive_control,row_fft_lowfreq_static,0.25,retained_energy,1.0,1.5094116575957779e-15,0.9999999999999937,1.0000000000000064,240
llama2-7b,expand,smooth_positive_control,row_fft_topk_oracle,0.015625,retained_energy,0.48062903408150837,0.11916650130768128,0.24738434316426708,0.8764406139632972,240
llama2-7b,expand,smooth_positive_control,row_fft_topk_oracle,0.0625,retained_energy,0.922788377620152,0.052311307132872485,0.7626571110402965,0.9999999999999999,240
llama2-7b,expand,smooth_positive_control,row_fft_topk_oracle,0.125,retained_energy,0.9999999999999999,2.1378398671069056e-15,0.999999999999993,1.000000000000007,240
llama2-7b,expand,smooth_positive_control,row_fft_topk_oracle,0.25,retained_energy,0.9999999999999999,2.1378398671069056e-15,0.999999999999993,1.000000000000007,240
wan2.1-1.3b,contract,matched_gaussian,column_fft_lowfreq_static,0.015625,retained_energy,0.015877295766325124,0.0030821318456503476,0.00872897983984832,0.02625291222861475,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_lowfreq_static,0.0625,retained_energy,0.06348993332540763,0.0057756282666934266,0.0505615956451961,0.07863919971366332,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_lowfreq_static,0.125,retained_energy,0.12582402515133434,0.007156367609161591,0.10620058105714564,0.1419675667652732,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_lowfreq_static,0.25,retained_energy,0.2518138742537535,0.009076105107975591,0.22612791980861732,0.28115536501606264,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_topk_oracle,0.015625,retained_energy,0.08243989039410603,0.003575184539056767,0.07124290022673622,0.0904932393159933,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_topk_oracle,0.0625,retained_energy,0.23887722685893406,0.005319178636519213,0.22111370070681569,0.2500907024338655,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_topk_oracle,0.125,retained_energy,0.3883622118620285,0.005846037598261347,0.3709301757757758,0.4013487121607038,120
wan2.1-1.3b,contract,matched_gaussian,column_fft_topk_oracle,0.25,retained_energy,0.6004264826326478,0.0060385977402666905,0.5848547151786492,0.6134266975102972,120
wan2.1-1.3b,contract,matched_gaussian,fft2_lowfreq_static,0.015625,retained_energy,0.016063407321547395,0.002675993487582115,0.008581142740286834,0.02314712524905692,120
wan2.1-1.3b,contract,matched_gaussian,fft2_lowfreq_static,0.0625,retained_energy,0.06314086072265827,0.005927080600272278,0.04805375327643155,0.08429988176632744,120
wan2.1-1.3b,contract,matched_gaussian,fft2_lowfreq_static,0.125,retained_energy,0.12521657266566494,0.008029055687876428,0.10675338208708526,0.15248103146069938,120
wan2.1-1.3b,contract,matched_gaussian,fft2_lowfreq_static,0.25,retained_energy,0.250479446721891,0.009873684872269216,0.22859498450259536,0.28011403496467,120
wan2.1-1.3b,contract,matched_gaussian,fft2_topk_oracle,0.015625,retained_energy,0.0803818112614024,0.003690141268166172,0.0716491107053354,0.09127231417794425,120
wan2.1-1.3b,contract,matched_gaussian,fft2_topk_oracle,0.0625,retained_energy,0.23557588230348087,0.0058425295974523705,0.2223849111147637,0.255477190624371,120
wan2.1-1.3b,contract,matched_gaussian,fft2_topk_oracle,0.125,retained_energy,0.38468631569566003,0.0066188713318205035,0.3686783517101275,0.40743508270751816,120
wan2.1-1.3b,contract,matched_gaussian,fft2_topk_oracle,0.25,retained_energy,0.5966226950413435,0.006692081122205113,0.5754009312456418,0.6155869362318958,120
wan2.1-1.3b,contract,matched_gaussian,identity_topk_oracle,0.015625,retained_energy,0.11924015537126198,0.004252913947133678,0.11077767800446472,0.1309281983709217,120
wan2.1-1.3b,contract,matched_gaussian,identity_topk_oracle,0.0625,retained_energy,0.3248778524529789,0.006394072081282372,0.30730988495864703,0.3403627646134381,120
wan2.1-1.3b,contract,matched_gaussian,identity_topk_oracle,0.125,retained_energy,0.502678735663415,0.006283432626688399,0.4862194557762112,0.5170261692355455,120
wan2.1-1.3b,contract,matched_gaussian,identity_topk_oracle,0.25,retained_energy,0.7238775956132584,0.005199107125185148,0.7089995148602347,0.7350502370622418,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_lowfreq_static,0.015625,retained_energy,0.015858951402563475,0.002543861802830672,0.00988582192488552,0.025281416716770148,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_lowfreq_static,0.0625,retained_energy,0.06264665830355755,0.005307566349229683,0.050615785584763096,0.07450960746335557,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_lowfreq_static,0.125,retained_energy,0.12571239241342363,0.006902357996411249,0.10917418329882027,0.14180076427009608,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_lowfreq_static,0.25,retained_energy,0.2506524415738746,0.008966609235129815,0.2260725620389918,0.27524524610150153,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_topk_oracle,0.015625,retained_energy,0.08237664407472597,0.00341892173672009,0.07370226990676594,0.09115921137244948,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_topk_oracle,0.0625,retained_energy,0.23913753066057475,0.005864974235421395,0.22440482512916826,0.2564101016166588,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_topk_oracle,0.125,retained_energy,0.389038717148467,0.006667454532738281,0.37509105786662056,0.4072505400814961,120
wan2.1-1.3b,contract,matched_gaussian,row_fft_topk_oracle,0.25,retained_energy,0.6009282677178027,0.006354791899832825,0.5840145920532939,0.6173720746165252,120
wan2.1-1.3b,contract,original,column_fft_lowfreq_static,0.015625,retained_energy,0.015750478443238954,0.0026248867605448063,0.008896057364929915,0.02357778573913858,120
wan2.1-1.3b,contract,original,column_fft_lowfreq_static,0.0625,retained_energy,0.06253831201675539,0.004813445117959777,0.05249156888315806,0.07310338141789398,120
wan2.1-1.3b,contract,original,column_fft_lowfreq_static,0.125,retained_energy,0.12580295678294992,0.007243754319398034,0.11165027622973425,0.14842551502807078,120
wan2.1-1.3b,contract,original,column_fft_lowfreq_static,0.25,retained_energy,0.2500186403584659,0.009340256352355126,0.22815108885866064,0.27420759583009696,120
wan2.1-1.3b,contract,original,column_fft_topk_oracle,0.015625,retained_energy,0.08776697154739649,0.005618533238498432,0.07912442053807899,0.11200978198031962,120
wan2.1-1.3b,contract,original,column_fft_topk_oracle,0.0625,retained_energy,0.24757135282826973,0.00798148452669098,0.23397828581881877,0.2755578435035502,120
wan2.1-1.3b,contract,original,column_fft_topk_oracle,0.125,retained_energy,0.3978703344044335,0.008860143401108734,0.3803361432118639,0.4267240381422663,120
wan2.1-1.3b,contract,original,column_fft_topk_oracle,0.25,retained_energy,0.6080924351983276,0.007978856654506941,0.587334708936554,0.6342538575764416,120
wan2.1-1.3b,contract,original,fft2_lowfreq_static,0.015625,retained_energy,0.01592270441681307,0.002812284143410526,0.01066692565417246,0.024095153597994336,120
wan2.1-1.3b,contract,original,fft2_lowfreq_static,0.0625,retained_energy,0.06206150074253994,0.005711009232742672,0.04825962088620199,0.07592278649006874,120
wan2.1-1.3b,contract,original,fft2_lowfreq_static,0.125,retained_energy,0.12469368146272924,0.008329968601521128,0.10822592908821009,0.14588449655772323,120
wan2.1-1.3b,contract,original,fft2_lowfreq_static,0.25,retained_energy,0.25087366606507777,0.010193359581095237,0.22828392841110526,0.2756514954772008,120
wan2.1-1.3b,contract,original,fft2_topk_oracle,0.015625,retained_energy,0.08076045700758433,0.003048779899450342,0.07292919366994356,0.09043035733457674,120
wan2.1-1.3b,contract,original,fft2_topk_oracle,0.0625,retained_energy,0.23636345105748416,0.005287968247504494,0.22192152281193198,0.25140070488796024,120
wan2.1-1.3b,contract,original,fft2_topk_oracle,0.125,retained_energy,0.385553522987541,0.006619132577203107,0.3710821994232751,0.4027882616079109,120
wan2.1-1.3b,contract,original,fft2_topk_oracle,0.25,retained_energy,0.5969656649578393,0.006984806036423703,0.5801469352700948,0.6144739857227521,120
wan2.1-1.3b,contract,original,identity_topk_oracle,0.015625,retained_energy,0.15198450361756008,0.01714307728756543,0.12058305763010857,0.20588283324093135,120
wan2.1-1.3b,contract,original,identity_topk_oracle,0.0625,retained_energy,0.3646152503805731,0.01771422955251187,0.32199823910505465,0.41450648177945454,120
wan2.1-1.3b,contract,original,identity_topk_oracle,0.125,retained_energy,0.5376069211693296,0.016293057565811855,0.4932101934064151,0.5785824282564743,120
wan2.1-1.3b,contract,original,identity_topk_oracle,0.25,retained_energy,0.7465064314804036,0.012885378863784897,0.7118121794254907,0.7731986256844571,120
wan2.1-1.3b,contract,original,row_fft_lowfreq_static,0.015625,retained_energy,0.016799940445974854,0.0034728607469133197,0.00817010250222272,0.026744365394151443,120
wan2.1-1.3b,contract,original,row_fft_lowfreq_static,0.0625,retained_energy,0.0637657675157443,0.006230267653994884,0.047823592760806444,0.07957421441990638,120
wan2.1-1.3b,contract,original,row_fft_lowfreq_static,0.125,retained_energy,0.1270233818610869,0.00810816764330037,0.10617027760016101,0.14745460440697178,120
wan2.1-1.3b,contract,original,row_fft_lowfreq_static,0.25,retained_energy,0.2514832899490862,0.011229371081681615,0.22470777719889626,0.28248934277801807,120
wan2.1-1.3b,contract,original,row_fft_topk_oracle,0.015625,retained_energy,0.10039360111663857,0.01148187829498241,0.08301708882362435,0.13484459351876918,120
wan2.1-1.3b,contract,original,row_fft_topk_oracle,0.0625,retained_energy,0.26791545168090314,0.014127214618269893,0.2411007858929458,0.3099749822690891,120
wan2.1-1.3b,contract,original,row_fft_topk_oracle,0.125,retained_energy,0.4200770440313765,0.013848565091634514,0.3876756464240302,0.45708431433835184,120
wan2.1-1.3b,contract,original,row_fft_topk_oracle,0.25,retained_energy,0.6281369631314236,0.012327687557340844,0.5978400068185594,0.655337243663094,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_lowfreq_static,0.015625,retained_energy,0.015750478443238954,0.002624886760544806,0.008896057364929917,0.023577785739138584,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_lowfreq_static,0.0625,retained_energy,0.06285910882608618,0.005667892873858124,0.04858395438860371,0.08060817448403096,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_lowfreq_static,0.125,retained_energy,0.12521178026090896,0.007611839884888693,0.10328124615910154,0.1449197934464932,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_lowfreq_static,0.25,retained_energy,0.25048178371653357,0.010197230494536292,0.22528145834485586,0.27512845483929627,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_topk_oracle,0.015625,retained_energy,0.08673587735545073,0.006185418490119741,0.0708187057244539,0.11397554328943556,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_topk_oracle,0.0625,retained_energy,0.2463320676398911,0.008978039017208068,0.22310717762800572,0.28636262676880275,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_topk_oracle,0.125,retained_energy,0.3968723785844736,0.009342287213935619,0.3758557719128977,0.43730238295864626,120
wan2.1-1.3b,contract,rowcol_shuffled,column_fft_topk_oracle,0.25,retained_energy,0.6075028151979327,0.008279113210912667,0.5900627543269784,0.6398695439248213,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_lowfreq_static,0.015625,retained_energy,0.01580366398399866,0.00283584807767496,0.009790074989916442,0.0235122764190712,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_lowfreq_static,0.0625,retained_energy,0.06267282249990574,0.004814199244590269,0.046757981252210236,0.07253431989120715,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_lowfreq_static,0.125,retained_energy,0.12451717785654161,0.006924860147649301,0.10764798168219292,0.14152286954549828,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_lowfreq_static,0.25,retained_energy,0.2507798480457504,0.00908648090293326,0.23034918159337528,0.275227336891144,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_topk_oracle,0.015625,retained_energy,0.08051868452269467,0.0034659508123149967,0.07121430657710391,0.09070440081986882,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_topk_oracle,0.0625,retained_energy,0.23631566174017715,0.005640262262758392,0.2223730130238981,0.2550730843888104,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_topk_oracle,0.125,retained_energy,0.38560880209820986,0.006638087835808125,0.3706746993331011,0.4056511681903037,120
wan2.1-1.3b,contract,rowcol_shuffled,fft2_topk_oracle,0.25,retained_energy,0.596849770512975,0.006397319720272488,0.5811460412216528,0.6155722490272376,120
wan2.1-1.3b,contract,rowcol_shuffled,identity_topk_oracle,0.015625,retained_energy,0.15198450361756008,0.017143077287565433,0.12058305763010858,0.20588283324093137,120
wan2.1-1.3b,contract,rowcol_shuffled,identity_topk_oracle,0.0625,retained_energy,0.364615250380573,0.01771422955251187,0.3219982391050547,0.4145064817794546,120
wan2.1-1.3b,contract,rowcol_shuffled,identity_topk_oracle,0.125,retained_energy,0.5376069211693296,0.016293057565811855,0.4932101934064151,0.5785824282564743,120
wan2.1-1.3b,contract,rowcol_shuffled,identity_topk_oracle,0.25,retained_energy,0.7465064314804036,0.012885378863784894,0.7118121794254908,0.7731986256844571,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_lowfreq_static,0.015625,retained_energy,0.016799940445974854,0.0034728607469133197,0.008170102502222717,0.02674436539415145,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_lowfreq_static,0.0625,retained_energy,0.06428135797022914,0.0063072444681037095,0.04803083372216793,0.08248095184047091,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_lowfreq_static,0.125,retained_energy,0.12651756763465843,0.007935124143793297,0.10946648277542144,0.14819581430654014,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_lowfreq_static,0.25,retained_energy,0.2505953949236681,0.010226576456402963,0.21963732776078967,0.2725152982797756,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_topk_oracle,0.015625,retained_energy,0.10062971740238515,0.012033377019488856,0.0826934429845345,0.14339087180665952,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_topk_oracle,0.0625,retained_energy,0.2675471905887599,0.014540736012089404,0.2431742260270169,0.3133399025071766,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_topk_oracle,0.125,retained_energy,0.4195164600963342,0.013969515545879253,0.3926140808193775,0.4570692250226329,120
wan2.1-1.3b,contract,rowcol_shuffled,row_fft_topk_oracle,0.25,retained_energy,0.6281797352952462,0.01210624675212499,0.6036972093891746,0.6551875132473288,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_lowfreq_static,0.015625,retained_energy,0.19797514868777968,0.1970999083194877,3.1830569820200155e-06,0.7562288133729458,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_lowfreq_static,0.0625,retained_energy,0.6057577544446746,0.2070226791867015,0.13409043961626635,0.9127552339543151,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_lowfreq_static,0.125,retained_energy,1.0,1.3640612795849668e-15,0.9999999999999963,1.0000000000000038,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_lowfreq_static,0.25,retained_energy,1.0,1.3640612795849668e-15,0.9999999999999963,1.0000000000000038,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_topk_oracle,0.015625,retained_energy,0.4766096238875183,0.12138554705326299,0.2795728804212566,0.8498952865913924,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_topk_oracle,0.0625,retained_energy,0.9130135705003039,0.05681757122399807,0.7298466699338856,0.9998701592119701,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_topk_oracle,0.125,retained_energy,1.0,2.004029443224556e-15,0.9999999999999951,1.0000000000000069,120
wan2.1-1.3b,contract,smooth_positive_control,column_fft_topk_oracle,0.25,retained_energy,1.0,2.004029443224556e-15,0.9999999999999951,1.0000000000000069,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_lowfreq_static,0.015625,retained_energy,1.0,1.72233727697999e-16,0.9999999999999996,1.0000000000000002,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_lowfreq_static,0.0625,retained_energy,1.0,1.72233727697999e-16,0.9999999999999996,1.0000000000000002,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_lowfreq_static,0.125,retained_energy,1.0,1.72233727697999e-16,0.9999999999999996,1.0000000000000002,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_lowfreq_static,0.25,retained_energy,1.0,1.72233727697999e-16,0.9999999999999996,1.0000000000000002,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_topk_oracle,0.015625,retained_energy,1.0,1.8386541352434198e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_topk_oracle,0.0625,retained_energy,1.0,1.8386541352434198e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_topk_oracle,0.125,retained_energy,1.0,1.8386541352434198e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,contract,smooth_positive_control,fft2_topk_oracle,0.25,retained_energy,1.0,1.8386541352434198e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,contract,smooth_positive_control,identity_topk_oracle,0.015625,retained_energy,0.09409352332574668,0.016695768269863104,0.05301955681254398,0.1385996935619421,120
wan2.1-1.3b,contract,smooth_positive_control,identity_topk_oracle,0.0625,retained_energy,0.2861989177696768,0.03344334831909332,0.1966686041281066,0.3750500061340447,120
wan2.1-1.3b,contract,smooth_positive_control,identity_topk_oracle,0.125,retained_energy,0.4648726088740352,0.03928821783151119,0.3621127515243054,0.5762408833888314,120
wan2.1-1.3b,contract,smooth_positive_control,identity_topk_oracle,0.25,retained_energy,0.6971535945055392,0.034643163106834504,0.6025854143315708,0.7988415977996232,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_lowfreq_static,0.015625,retained_energy,0.18636551242516042,0.20361261703270772,2.787118453263499e-06,0.8424110843631486,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_lowfreq_static,0.0625,retained_energy,0.5815923425484132,0.2210945086274566,0.02701473324363375,1.0000000000000013,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_lowfreq_static,0.125,retained_energy,1.0,1.2793965622333402e-15,0.9999999999999959,1.0000000000000036,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_lowfreq_static,0.25,retained_energy,1.0,1.2793965622333402e-15,0.9999999999999959,1.0000000000000036,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_topk_oracle,0.015625,retained_energy,0.48506632709141695,0.12999790064356934,0.2689060522063925,0.8607235873610063,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_topk_oracle,0.0625,retained_energy,0.9179697144464125,0.05454050465818276,0.7624240320147322,1.0000000000000016,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_topk_oracle,0.125,retained_energy,1.0000000000000004,1.9013359402514137e-15,0.9999999999999964,1.0000000000000087,120
wan2.1-1.3b,contract,smooth_positive_control,row_fft_topk_oracle,0.25,retained_energy,1.0000000000000004,1.9013359402514137e-15,0.9999999999999964,1.0000000000000087,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_lowfreq_static,0.015625,retained_energy,0.01619860447854676,0.003081636641586513,0.009129184223224267,0.026910496239941177,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_lowfreq_static,0.0625,retained_energy,0.06253419275385505,0.005709221893286544,0.04995060449226416,0.08501188163901054,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_lowfreq_static,0.125,retained_energy,0.12444449524181395,0.007410499358965934,0.1062062907739045,0.1535813494915852,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_lowfreq_static,0.25,retained_energy,0.2494890942716899,0.008678954530561294,0.22987249699166218,0.2781461571441344,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_topk_oracle,0.015625,retained_energy,0.08272780868338955,0.003361616887267682,0.07502826994434499,0.09092859195886646,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_topk_oracle,0.0625,retained_energy,0.23989419241308568,0.005887808830799678,0.2233340755293556,0.2585921117553064,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_topk_oracle,0.125,retained_energy,0.3899528313797772,0.00731394921080979,0.37044468068455066,0.41370622959042314,120
wan2.1-1.3b,expand,matched_gaussian,column_fft_topk_oracle,0.25,retained_energy,0.6015520822893619,0.006819879291594264,0.5821706714944367,0.621615504914994,120
wan2.1-1.3b,expand,matched_gaussian,fft2_lowfreq_static,0.015625,retained_energy,0.016469181182917136,0.00315394488616164,0.009566570019081204,0.02551353718024284,120
wan2.1-1.3b,expand,matched_gaussian,fft2_lowfreq_static,0.0625,retained_energy,0.0633889150863502,0.005614109434874164,0.0510706761844263,0.07683465378028943,120
wan2.1-1.3b,expand,matched_gaussian,fft2_lowfreq_static,0.125,retained_energy,0.12497606853213825,0.007358540501789141,0.11036486338903738,0.14504453674916695,120
wan2.1-1.3b,expand,matched_gaussian,fft2_lowfreq_static,0.25,retained_energy,0.24949262341973028,0.009471776833389933,0.22407785553928788,0.2766223676351981,120
wan2.1-1.3b,expand,matched_gaussian,fft2_topk_oracle,0.015625,retained_energy,0.08098371088931464,0.0036453833678152846,0.073047505352195,0.08923649409087887,120
wan2.1-1.3b,expand,matched_gaussian,fft2_topk_oracle,0.0625,retained_energy,0.23661080376280272,0.006254032041886479,0.22228241090163425,0.2586827101554169,120
wan2.1-1.3b,expand,matched_gaussian,fft2_topk_oracle,0.125,retained_energy,0.3857135201523563,0.007007851438681251,0.36870432998075925,0.41162869184329165,120
wan2.1-1.3b,expand,matched_gaussian,fft2_topk_oracle,0.25,retained_energy,0.5972614425728856,0.006469050113492804,0.5803378300965928,0.6164351112757996,120
