split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,19,cond,0,centroid,oracle_mass,0.0625,16,12,0.029969069989537123,0.0926288951316647,0.09290882925656598,0.5659964842100939,0.13675213675213674,7.312500000000001
calibration,19,cond,0,centroid,oracle_mass,0.0625,64,12,0.03527530104399064,0.10170511863165602,0.10294893245220148,0.5659964842100939,0.0927960927960928,10.776315789473683
calibration,19,cond,0,centroid,oracle_mass,0.125,16,12,0.023902534281307435,0.0762889351153203,0.08055433545559876,0.6333135267098745,0.19533984533984536,5.119283258672778
calibration,19,cond,0,centroid,oracle_mass,0.125,64,12,0.02717058807066579,0.08394510661335987,0.08865885144275494,0.6333135267098745,0.15431420431420428,6.480284847685613
calibration,19,cond,0,diag_gaussian,moment,0.0625,16,12,0.02845474329577895,0.09118806092700923,0.09348315463427338,0.5655884860704342,0.13675213675213674,7.312500000000001
calibration,19,cond,0,diag_gaussian,moment,0.0625,64,12,0.03238877310699481,0.10063772290528879,0.10385733869713153,0.5655884860704342,0.0927960927960928,10.776315789473683
calibration,19,cond,0,diag_gaussian,moment,0.125,16,12,0.02371840137547717,0.07592541088397359,0.08164410095517234,0.632139383504788,0.19533984533984536,5.119283258672778
calibration,19,cond,0,diag_gaussian,moment,0.125,64,12,0.02648845023027734,0.08391428717190133,0.09022305653770686,0.632139383504788,0.15431420431420428,6.480284847685613
calibration,19,cond,0,diag_gaussian,oracle_mass,0.0625,16,12,0.028417055737702774,0.09086696346468337,0.09276960471799371,0.5659964842100939,0.13675213675213674,7.312500000000001
calibration,19,cond,0,diag_gaussian,oracle_mass,0.0625,64,12,0.03838319040135417,0.10020083821461177,0.10288648382896039,0.5659964842100939,0.0927960927960928,10.776315789473683
calibration,19,cond,0,diag_gaussian,oracle_mass,0.125,16,12,0.02309585920629529,0.07532912579213955,0.08076639850207389,0.6333135267098745,0.19533984533984536,5.119283258672778
