model,weight_key,role,block_index,control,block_size,row_neighbor_cosine,column_neighbor_cosine,circulant_retained_energy,circulant_random_expectation
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,21,matched_gaussian,64,-0.010006165196187768,0.0005038964987251407,0.015846673063460274,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,21,smooth_positive_control,64,0.9778299155397966,0.9881828915809264,8.879513675997367e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,22,original,64,0.005429239654586323,-0.0067055930031500455,0.012647345106320084,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,22,rowcol_shuffled,64,0.01546821018083501,-0.010126531855517155,0.017991783017612503,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,22,matched_gaussian,64,0.010956837714247271,0.0011970119758210073,0.016227739355778998,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,22,smooth_positive_control,64,0.9842427945911579,0.9984213636369221,7.52429124240479e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,23,original,64,-0.009626540470383601,-0.021852694763727344,0.019171942286822417,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,23,rowcol_shuffled,64,0.04106509152463472,0.008706033248719994,0.013748201315878688,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,23,matched_gaussian,64,0.007711829676881271,0.01014386407900365,0.016137827468494643,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,23,smooth_positive_control,64,0.9798369921994483,0.9790636903775826,3.800741973433253e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,24,original,64,0.027252338894513856,-0.006466222801186023,0.020863962797248264,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,24,rowcol_shuffled,64,-0.014659209158793264,0.0009737903523805308,0.015774359121555656,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,24,matched_gaussian,64,0.01436856806333234,-0.0022782625633976324,0.015067071221007687,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,24,smooth_positive_control,64,0.9893281432169486,0.9682075597320127,0.0016767445343552796,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,25,original,64,0.030702514381595925,0.0019225998689282897,0.015220616759121296,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,25,rowcol_shuffled,64,0.0032467204863697585,-0.004046371489645689,0.017032083500899464,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,25,matched_gaussian,64,-0.0068848291866883795,0.028851190022562465,0.01737757565355484,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,25,smooth_positive_control,64,0.9737376018511216,0.9977054889961895,4.2189212254661484e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,26,original,64,0.024275069132574666,-0.002636399258433808,0.015552930560642867,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,26,rowcol_shuffled,64,0.03630137869395159,0.009818936682560842,0.010349163432112443,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,26,matched_gaussian,64,-0.0017947861013857275,-0.002516970890687839,0.016403978412550542,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,26,smooth_positive_control,64,0.9890371718755803,0.980187686971851,0.0005005449185237677,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,27,original,64,0.001983116614029442,0.005674895834353016,0.016805522902011188,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,27,rowcol_shuffled,64,0.029756680193053636,-0.017518197288331504,0.017135830888043713,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,27,matched_gaussian,64,0.007666119786571059,0.0034618870198268427,0.01447394393363015,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,27,smooth_positive_control,64,0.9786848000899951,0.9837213502674069,0.0004995066040349933,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,28,original,64,0.009713575906819608,-0.015201523287463938,0.012602348100397955,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,28,rowcol_shuffled,64,0.007647233096288964,-0.038340920380962144,0.021892761047929706,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,28,matched_gaussian,64,-0.023892787958019,-0.013230402741758499,0.01998422744288654,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,28,smooth_positive_control,64,0.9760624103157547,0.9907498817494687,0.000534636238876196,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,29,original,64,0.017445443868916145,-0.011338076243669401,0.01361058962065023,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,29,rowcol_shuffled,64,0.01945939146426566,0.00015167659930511265,0.019697568716575783,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,29,matched_gaussian,64,0.008535769202824995,-0.024251364885362874,0.017232431178098438,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,29,smooth_positive_control,64,0.9631355393401647,0.9640810337194258,0.0014557720237969715,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,30,original,64,0.008888242019673014,0.018794043822003396,0.015483919231513635,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,30,rowcol_shuffled,64,0.002858381447766561,-0.0016901059259872568,0.021180641547205635,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,30,matched_gaussian,64,0.009000194851487538,-0.013540517499883411,0.013873774022266448,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,30,smooth_positive_control,64,0.9646938016425612,0.9937030958906867,0.0004084608171555422,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,31,original,64,0.05285345823729271,-0.022600579457341192,0.013785177724694777,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,31,rowcol_shuffled,64,0.037003605706017184,-0.022248166646316618,0.013581668506219599,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,31,matched_gaussian,64,0.01422767902458717,0.0076561992233404085,0.01674898252491559,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,31,smooth_positive_control,64,0.989795622358124,0.986455559772715,0.00013727314814303876,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,32,original,64,0.04074521393064345,0.03980391998892248,0.011846773090968692,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,32,rowcol_shuffled,64,0.03781160250965892,-0.013852920317346112,0.017372558518403917,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,32,matched_gaussian,64,0.0033304892804635767,0.017043613598574373,0.013589415502921831,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,32,smooth_positive_control,64,0.9871120624760396,0.9899529974254614,0.0015064191627860274,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,33,original,64,0.026337921538706562,-0.027655317496831932,0.014617856713576145,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,33,rowcol_shuffled,64,0.033800502265389665,-0.009030884316471236,0.011253188592685188,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,33,matched_gaussian,64,-0.026771022832948917,-0.021967320822119663,0.02057056038431417,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,33,smooth_positive_control,64,0.9868742910411471,0.9887137675551078,1.4998287471163154e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,34,original,64,-0.0014422508655809539,-0.008886564453752946,0.015135309189837756,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,34,rowcol_shuffled,64,0.0025732054394876293,-0.0033386210035481,0.01959464770020934,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,34,matched_gaussian,64,0.0024513938387925546,0.007442363068127204,0.01377168124277462,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,34,smooth_positive_control,64,0.9891843008355444,0.9757763931735898,0.0005897765848876247,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,35,original,64,0.015017320240564683,-0.012129581365140502,0.017824422645742174,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,35,rowcol_shuffled,64,0.01575875445122792,-0.00726433250580371,0.01576253231377905,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,35,matched_gaussian,64,0.02452472736305268,-0.00894735035353749,0.010403445546344101,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,35,smooth_positive_control,64,0.9734748553267121,0.9818364665904641,0.0007080074147154023,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,36,original,64,0.012972648213803223,-0.019521288518094204,0.02087719148283289,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,36,rowcol_shuffled,64,0.01819969405066572,-0.01499031103402746,0.012282014536064308,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,36,matched_gaussian,64,-0.0032079794590291525,-0.014219289310848914,0.015307818804868143,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,36,smooth_positive_control,64,0.9918185389508078,0.985324042691926,0.0018104794847663118,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,37,original,64,-0.0010011356066763812,-0.018543884105128878,0.019127412557495924,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,37,rowcol_shuffled,64,0.020388041580106146,0.004942888754637197,0.014909142259880439,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,37,matched_gaussian,64,0.004776180623248416,0.02453186286399019,0.021556448475571813,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,37,smooth_positive_control,64,0.9665398149372074,0.9821577629074112,0.001193319944686065,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,38,original,64,0.007528617502667059,0.012651461280816961,0.018858198696080703,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,38,rowcol_shuffled,64,0.06090947654610821,0.0016357077702447947,0.01375941487891003,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,38,matched_gaussian,64,0.01100546002597806,0.021036960003452992,0.02061102269145019,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,38,smooth_positive_control,64,0.9881675186814999,0.9869624316591068,0.0009093289103331722,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,39,original,64,-0.01518667125268885,0.003829321474936456,0.011602602904131861,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,39,rowcol_shuffled,64,-0.0018089351824902425,0.032184626986954915,0.015654921036931814,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,39,matched_gaussian,64,-0.0189175167714569,-0.03669861303132866,0.021507264511962255,0.015625
wan2.1-1.3b,blocks.15.ffn.0.weight,expand,39,smooth_positive_control,64,0.9837006276607243,0.9643054519758937,0.0011298067242837806,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,0,original,64,-0.009182259246037926,0.008723903489920543,0.018151377058917458,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,0,rowcol_shuffled,64,0.0006955665646876998,0.008629123867251995,0.014437363947618975,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,0,matched_gaussian,64,0.011010071391345988,-0.007141443399706813,0.013515972209932411,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,0,smooth_positive_control,64,0.9846406692904124,0.9947864759459024,0.0002810477167194755,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,1,original,64,-0.007124309952016301,0.01580540189785839,0.01551595353041314,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,1,rowcol_shuffled,64,-0.002145068217170182,-0.010347745238616736,0.0135583628742126,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,1,matched_gaussian,64,-0.00447645990346899,-0.005055819450108898,0.014721950933325248,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,1,smooth_positive_control,64,0.9795812645850005,0.9931626949133484,8.431056181712152e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,2,original,64,0.041592619338299955,0.02101269811242835,0.01788633707445788,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,2,rowcol_shuffled,64,0.032561159471176715,-0.02652094691917245,0.017215528428197933,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,2,matched_gaussian,64,0.020856205140884224,-0.03728601744106266,0.013921401868073831,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,2,smooth_positive_control,64,0.9943645684761363,0.9623425718952622,4.408678495968357e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,3,original,64,0.02622872463098961,0.004541657192919025,0.013665156022048418,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,3,rowcol_shuffled,64,0.01110807121223799,0.021113401206501785,0.017808640136238736,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,3,matched_gaussian,64,-0.003045713501846792,0.010255085167005603,0.014591342335884038,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,3,smooth_positive_control,64,0.9911216602111738,0.9808127142155433,6.133128111147948e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,4,original,64,0.012856705626573072,0.03527501597811813,0.012466052724120066,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,4,rowcol_shuffled,64,0.0003758137033647795,-0.009449916678008877,0.015269965126242653,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,4,matched_gaussian,64,-0.005521772367508965,0.009454954166846425,0.01352925454311391,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,4,smooth_positive_control,64,0.9715628369130425,0.9833643243748986,3.935185085008203e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,5,original,64,-0.0013388377731468743,0.00108989654936231,0.019078207347705784,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,5,rowcol_shuffled,64,0.0038390732567817934,-0.011662980005453882,0.013519711997430354,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,5,matched_gaussian,64,-0.002043119675607803,-0.010555790879825727,0.01566067507648904,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,5,smooth_positive_control,64,0.9848153981399752,0.9819981939492154,4.1773302952812345e-07,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,6,original,64,0.018936780633983276,0.0018309559445497286,0.015152029480919028,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,6,rowcol_shuffled,64,0.010163528401220496,-0.006655804198068215,0.015287098782998164,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,6,matched_gaussian,64,-0.0069804080505985276,-0.03416891642111781,0.014463275069333734,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,6,smooth_positive_control,64,0.9822456421693816,0.9929061902717478,0.0003397662311212993,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,7,original,64,-0.004238583563103813,-0.0037381449705722845,0.009378948511658337,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,7,rowcol_shuffled,64,-0.017260400513795123,0.005407107825909701,0.018441174783693733,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,7,matched_gaussian,64,0.004070656994458171,0.0012035633296957173,0.016066225747525118,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,7,smooth_positive_control,64,0.9742498931328782,0.9681769894539399,5.985806843057939e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,8,original,64,0.01825856095203673,-0.007171548524454577,0.012501517456275741,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,8,rowcol_shuffled,64,-0.020971784301917578,0.017458114129663516,0.013562217202953107,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,8,matched_gaussian,64,0.012970348686549263,-0.013588395521935241,0.016383379888943582,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,8,smooth_positive_control,64,0.9925930184246596,0.9585202733473158,3.7703450847052916e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,9,original,64,0.007247507730442983,0.006406042783207255,0.0130424367041979,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,9,rowcol_shuffled,64,-0.0028435272722300764,-0.026414822215215277,0.01586117592581538,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,9,matched_gaussian,64,-0.001597530382233466,-0.016495907777680514,0.016524060162257395,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,9,smooth_positive_control,64,0.9655307580133253,0.9778263624388938,4.133863718603242e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,10,original,64,-0.0009950698150633789,-0.02997773337345123,0.01698911286976522,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,10,rowcol_shuffled,64,-0.0030336897899217417,-0.013404252023467674,0.016785902098343974,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,10,matched_gaussian,64,0.001217645518031142,-0.019783231612672553,0.014753138209363527,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,10,smooth_positive_control,64,0.9868728172075188,0.9886859902734593,0.00010933144422360586,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,11,original,64,-0.0024662698989097007,-0.0015067682756256648,0.012744624610277942,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,11,rowcol_shuffled,64,-0.0019284488586969514,-0.00456842930653633,0.012959171136920054,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,11,matched_gaussian,64,0.01851287591586522,0.004567157300888085,0.015473224345498917,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,11,smooth_positive_control,64,0.9702201578199781,0.9965602857063461,6.444252602076189e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,12,original,64,-0.026046243396391954,0.0032787747765479196,0.013506848580589634,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,12,rowcol_shuffled,64,-0.005500017892497037,0.03641068961042736,0.015562156750053149,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,12,matched_gaussian,64,0.026212043797231546,0.0009840780952763094,0.01810381594677279,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,12,smooth_positive_control,64,0.9869360017027867,0.9869042539511087,3.306570105219653e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,13,original,64,0.014349010824720622,0.03590242981141383,0.014814753996712497,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,13,rowcol_shuffled,64,0.04022763034977056,0.02198224739748093,0.015901296487801943,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,13,matched_gaussian,64,0.03096660183748571,0.010192579296347424,0.011052221844540768,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,13,smooth_positive_control,64,0.9796157164648595,0.9871846854855854,0.00041195398925343975,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,14,original,64,0.006715392525641858,0.0011223616338847681,0.014972806263795118,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,14,rowcol_shuffled,64,-0.008145928269622628,0.007812241001843345,0.018013148820820325,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,14,matched_gaussian,64,0.0024760080305866643,0.004471951819408148,0.014843676954272817,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,14,smooth_positive_control,64,0.9911173597978389,0.9887263773825021,2.7871184532634995e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,15,original,64,0.003189886906782084,0.02839938952714648,0.014936530978849803,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,15,rowcol_shuffled,64,0.009819703049222193,-0.028588055630136527,0.01327038466040222,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,15,matched_gaussian,64,-0.012571160483843503,0.008428875662953098,0.020108583605934354,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,15,smooth_positive_control,64,0.9709777922846375,0.9635021913102291,4.2674315945203876e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,16,original,64,-0.00011732448128350534,-0.008671549677720556,0.01337599712177552,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,16,rowcol_shuffled,64,0.017577047161184734,0.0010684524115318625,0.01749485490710495,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,16,matched_gaussian,64,-0.012940478803548837,0.008164946814421804,0.013338834639352823,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,16,smooth_positive_control,64,0.9884179084226749,0.9696245979342606,0.00017587578318046867,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,17,original,64,-0.022935581240624534,0.004410742035994104,0.012629599537887838,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,17,rowcol_shuffled,64,0.004328564937873817,0.010744658293800637,0.01509660409085466,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,17,matched_gaussian,64,-0.03228158960024707,-0.014329774844520063,0.019540264254763184,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,17,smooth_positive_control,64,0.989760187340409,0.9791244297123559,1.3147390538683635e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,18,original,64,-0.03100336813351459,0.017521085974894164,0.012927932550503821,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,18,rowcol_shuffled,64,0.02691040949271333,0.020095020197078782,0.0159198571814479,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,18,matched_gaussian,64,-0.007599672967109531,0.01605387266880636,0.015855376024613246,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,18,smooth_positive_control,64,0.970491218894276,0.9839640927408506,6.376205610922294e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,19,original,64,0.011559398561940598,-0.006479664993688377,0.017103316915208396,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,19,rowcol_shuffled,64,-0.008845319261387765,-0.031133137957962145,0.01068564432327065,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,19,matched_gaussian,64,-0.0015886199715686496,-0.004224667979905454,0.014532270528215005,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,19,smooth_positive_control,64,0.9740076338657574,0.982163971317523,4.246060838823815e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,20,original,64,-0.03072206732750584,0.010537015323417496,0.018228679185515097,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,20,rowcol_shuffled,64,-0.00176162713378967,-0.018553580386627622,0.013187304560907893,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,20,matched_gaussian,64,0.010278328525339076,-0.010781493372782123,0.0159416684791442,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,20,smooth_positive_control,64,0.9715235557579107,0.9712946950590621,1.3939145525459233e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,21,original,64,0.0359110133428874,-0.028193766405605978,0.012843476655371425,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,21,rowcol_shuffled,64,0.0366884539225019,-0.014141257135627085,0.016205814407870354,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,21,matched_gaussian,64,0.02623914439629511,-0.016597010669154803,0.015487370469605436,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,21,smooth_positive_control,64,0.9759351842966404,0.9902675469883641,3.424054380751788e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,22,original,64,-0.011776831351279701,0.018267611476485597,0.014542458818543973,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,22,rowcol_shuffled,64,0.002999230705032238,0.006467144848259229,0.018078735169574027,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,22,matched_gaussian,64,0.00923687783020442,-0.012314387911087797,0.01583109112593311,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,22,smooth_positive_control,64,0.9741952711041836,0.9787407853102997,6.6131502612951016e-06,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,23,original,64,0.018304593292289794,-0.014196631965303727,0.016915782943093507,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,23,rowcol_shuffled,64,-0.002432338140414678,0.0015932435185419527,0.010727921203541801,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,23,matched_gaussian,64,0.017758318355932712,-0.0014787461406548157,0.018427554004728633,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,23,smooth_positive_control,64,0.9649994145600758,0.9804745572486694,0.0003249244646422004,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,24,original,64,0.004191365955073263,0.005289410034756978,0.012090176316710298,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,24,rowcol_shuffled,64,-0.0043884666342935905,0.011756572023374084,0.013358015921729378,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,24,matched_gaussian,64,0.03391549575678852,0.0026595039288335337,0.010579898036460094,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,24,smooth_positive_control,64,0.9496957547078092,0.9953991786099655,0.00013791479665444447,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,25,original,64,-0.03807961461126255,0.0023238742874170837,0.014942400842373596,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,25,rowcol_shuffled,64,-0.009950087371010123,0.005885937664560873,0.015276820956611722,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,25,matched_gaussian,64,-0.004334672586953006,0.003676248470802998,0.014438321873013268,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,25,smooth_positive_control,64,0.9954429862934483,0.947212005825046,7.451478374583144e-05,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,26,original,64,-0.02902688133179562,0.012798866277332717,0.017604978136271723,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,26,rowcol_shuffled,64,0.003704959642877892,-0.0027890645687315622,0.013797770063369715,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,26,matched_gaussian,64,0.028587670099133933,-0.015446302732736266,0.014429376979401604,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,26,smooth_positive_control,64,0.9761185426122264,0.9794360080482962,9.962380597225901e-08,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,27,original,64,-0.01320690350502217,-0.0019080076150488716,0.010428590838127704,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,27,rowcol_shuffled,64,-0.0061482668077651155,-0.012833681200833145,0.010454853362034975,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,27,matched_gaussian,64,-0.0008734932073926148,-0.016968749863041786,0.01828833876610655,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,27,smooth_positive_control,64,0.9858115343375022,0.9781105054313762,0.00013436545631784566,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,28,original,64,0.013402354062747302,0.005649549277873488,0.0139008905742883,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,28,rowcol_shuffled,64,0.02198902239005354,-0.04966272302402026,0.013936949036329816,0.015625
wan2.1-1.3b,blocks.15.ffn.2.weight,contract,28,matched_gaussian,64,-0.0022831687546439883,0.019498288970852085,0.013487272576217051,0.015625
