comparison_type,left,right,layer,left_step,right_step,left_branch,right_branch,left_prompt_index,right_prompt_index,left_seed,right_seed,entropy_correlation,geometry_correlation,top64_mass_correlation,participation_correlation,class_agreement,localized_jaccard,router_class_pilot_go
step,s00_p00_seed20260740_step00_cond_l29,s00_p00_seed20260740_step19_cond_l29,29,0,19,cond,cond,0,0,20260740,20260740,0.878030253822962,0.7947036108580953,0.7675169787772056,0.45820241402522466,0.6666666666666666,0.6,False
step,s00_p00_seed20260740_step09_cond_l29,s00_p00_seed20260740_step19_cond_l29,29,9,19,cond,cond,0,0,20260740,20260740,0.9756103598716694,0.908103368222406,0.9587538962828449,0.8180183648170014,0.75,0.8,True
step,s00_p00_seed20260740_step00_uncond_l00,s00_p00_seed20260740_step09_uncond_l00,0,0,9,uncond,uncond,0,0,20260740,20260740,0.9953989428077176,0.9923624290236082,0.971230193496381,0.9992258881792934,0.9166666666666666,0.75,True
step,s00_p00_seed20260740_step00_uncond_l00,s00_p00_seed20260740_step19_uncond_l00,0,0,19,uncond,uncond,0,0,20260740,20260740,0.9741790901001613,0.976843835628745,0.91541892494021,0.996836784798894,0.8333333333333334,0.6,True
step,s00_p00_seed20260740_step09_uncond_l00,s00_p00_seed20260740_step19_uncond_l00,0,9,19,uncond,uncond,0,0,20260740,20260740,0.9890717359364687,0.9913433010844676,0.9763317956058425,0.9969773153431183,0.9166666666666666,0.8,True
step,s00_p00_seed20260740_step00_uncond_l14,s00_p00_seed20260740_step09_uncond_l14,14,0,9,uncond,uncond,0,0,20260740,20260740,0.9402151823483181,0.9032188791454224,0.9203219226041633,0.8346728201043483,0.5833333333333334,0.0,False
step,s00_p00_seed20260740_step00_uncond_l14,s00_p00_seed20260740_step19_uncond_l14,14,0,19,uncond,uncond,0,0,20260740,20260740,0.9295090663095236,0.8107619569320736,0.9023900915328342,0.828126473512573,0.4166666666666667,0.0,False
step,s00_p00_seed20260740_step09_uncond_l14,s00_p00_seed20260740_step19_uncond_l14,14,9,19,uncond,uncond,0,0,20260740,20260740,0.9888674170770325,0.9439506470366423,0.9828923210647021,0.9492030287232657,0.8333333333333334,1.0,True
step,s00_p00_seed20260740_step00_uncond_l29,s00_p00_seed20260740_step09_uncond_l29,29,0,9,uncond,uncond,0,0,20260740,20260740,0.9051692933589905,0.9000204110176009,0.8683820774186825,0.4546432643199911,0.8333333333333334,0.75,True
step,s00_p00_seed20260740_step00_uncond_l29,s00_p00_seed20260740_step19_uncond_l29,29,0,19,uncond,uncond,0,0,20260740,20260740,0.8717735556866433,0.799870560486517,0.7782415728000889,0.4238662805335288,0.6666666666666666,0.6,False
step,s00_p00_seed20260740_step09_uncond_l29,s00_p00_seed20260740_step19_uncond_l29,29,9,19,uncond,uncond,0,0,20260740,20260740,0.9763751578048624,0.9104278235271283,0.9595711634670049,0.8172514193016256,0.75,0.8,True
step,s01_p01_seed20260740_step00_cond_l00,s01_p01_seed20260740_step09_cond_l00,0,0,9,cond,cond,1,1,20260740,20260740,0.995326431975903,0.9929639675304754,0.9716368466686298,0.99941310061552,0.9166666666666666,0.75,True
step,s01_p01_seed20260740_step00_cond_l00,s01_p01_seed20260740_step19_cond_l00,0,0,19,cond,cond,1,1,20260740,20260740,0.9756190450752056,0.9792387937847173,0.9068067761950416,0.99810302444468,0.8333333333333334,0.6,True
step,s01_p01_seed20260740_step09_cond_l00,s01_p01_seed20260740_step19_cond_l00,0,9,19,cond,cond,1,1,20260740,20260740,0.990548916572927,0.9941605236635356,0.9716213666817293,0.9984546224448564,0.9166666666666666,0.8,True
step,s01_p01_seed20260740_step00_cond_l14,s01_p01_seed20260740_step09_cond_l14,14,0,9,cond,cond,1,1,20260740,20260740,0.930932485336496,0.9578977797640533,0.9286294732978806,0.8421600919188968,0.6666666666666666,0.0,False
step,s01_p01_seed20260740_step00_cond_l14,s01_p01_seed20260740_step19_cond_l14,14,0,19,cond,cond,1,1,20260740,20260740,0.8826823908856757,0.8854112300551131,0.8747335297763441,0.706456875424004,0.5,0.0,False
step,s01_p01_seed20260740_step09_cond_l14,s01_p01_seed20260740_step19_cond_l14,14,9,19,cond,cond,1,1,20260740,20260740,0.9799742917482082,0.9633048956931928,0.9741718018373677,0.8662132199593204,0.6666666666666666,0.3333333333333333,False
step,s01_p01_seed20260740_step00_cond_l29,s01_p01_seed20260740_step09_cond_l29,29,0,9,cond,cond,1,1,20260740,20260740,0.89937826683712,0.9266868627049406,0.8616286981135509,0.4240554456039367,0.75,0.6,False
step,s01_p01_seed20260740_step00_cond_l29,s01_p01_seed20260740_step19_cond_l29,29,0,19,cond,cond,1,1,20260740,20260740,0.8541851403450677,0.8695712555470988,0.7429740522225853,0.08047016741965243,0.6666666666666666,0.6,False
step,s01_p01_seed20260740_step09_cond_l29,s01_p01_seed20260740_step19_cond_l29,29,9,19,cond,cond,1,1,20260740,20260740,0.9766271044498085,0.9485270484612842,0.9506030781915186,0.7238275137064817,0.6666666666666666,0.6666666666666666,False
step,s01_p01_seed20260740_step00_uncond_l00,s01_p01_seed20260740_step09_uncond_l00,0,0,9,uncond,uncond,1,1,20260740,20260740,0.995326431975903,0.9929639675304754,0.9716368466686298,0.99941310061552,0.9166666666666666,0.75,True
step,s01_p01_seed20260740_step00_uncond_l00,s01_p01_seed20260740_step19_uncond_l00,0,0,19,uncond,uncond,1,1,20260740,20260740,0.9756190450752056,0.9792387937847173,0.9068067761950416,0.99810302444468,0.8333333333333334,0.6,True
step,s01_p01_seed20260740_step09_uncond_l00,s01_p01_seed20260740_step19_uncond_l00,0,9,19,uncond,uncond,1,1,20260740,20260740,0.990548916572927,0.9941605236635356,0.9716213666817293,0.9984546224448564,0.9166666666666666,0.8,True
step,s01_p01_seed20260740_step00_uncond_l14,s01_p01_seed20260740_step09_uncond_l14,14,0,9,uncond,uncond,1,1,20260740,20260740,0.9282498072603239,0.9454477156854901,0.9208478302620563,0.7815850669206102,0.6666666666666666,0.0,False
step,s01_p01_seed20260740_step00_uncond_l14,s01_p01_seed20260740_step19_uncond_l14,14,0,19,uncond,uncond,1,1,20260740,20260740,0.8873385267894747,0.862579633288265,0.8660312716944312,0.7306553016583412,0.5,0.0,False
step,s01_p01_seed20260740_step09_uncond_l14,s01_p01_seed20260740_step19_uncond_l14,14,9,19,uncond,uncond,1,1,20260740,20260740,0.9796014277297985,0.9630142938251924,0.9736619380051389,0.8710468585729061,0.6666666666666666,0.3333333333333333,False
step,s01_p01_seed20260740_step00_uncond_l29,s01_p01_seed20260740_step09_uncond_l29,29,0,9,uncond,uncond,1,1,20260740,20260740,0.8868817999640828,0.9206943031624908,0.8565086451144885,0.29753771924645533,0.75,0.6,False
step,s01_p01_seed20260740_step00_uncond_l29,s01_p01_seed20260740_step19_uncond_l29,29,0,19,uncond,uncond,1,1,20260740,20260740,0.8430902020727775,0.8682681838549784,0.7420167551018494,0.052559075944711105,0.6666666666666666,0.6,False
step,s01_p01_seed20260740_step09_uncond_l29,s01_p01_seed20260740_step19_uncond_l29,29,9,19,uncond,uncond,1,1,20260740,20260740,0.9767254306106085,0.9480925145060761,0.9509000402555752,0.7247274750066076,0.6666666666666666,0.6666666666666666,False
step,s02_p00_seed20260741_step00_cond_l00,s02_p00_seed20260741_step09_cond_l00,0,0,9,cond,cond,0,0,20260741,20260741,0.9954293183169113,0.9931301954663224,0.9718678860804676,0.9993332030213665,0.9166666666666666,0.75,True
step,s02_p00_seed20260741_step00_cond_l00,s02_p00_seed20260741_step19_cond_l00,0,0,19,cond,cond,0,0,20260741,20260741,0.975494403424635,0.9767325308975819,0.9137821216988702,0.9976621943135221,0.8333333333333334,0.6,True
step,s02_p00_seed20260741_step09_cond_l00,s02_p00_seed20260741_step19_cond_l00,0,9,19,cond,cond,0,0,20260741,20260741,0.9903858997554946,0.9908168845315645,0.975964051124952,0.9969162814808906,0.9166666666666666,0.8,True
step,s02_p00_seed20260741_step00_cond_l14,s02_p00_seed20260741_step09_cond_l14,14,0,9,cond,cond,0,0,20260741,20260741,0.9655567573050704,0.9115215707467547,0.9564022242855736,0.8707456141573151,0.6666666666666666,1.0,False
step,s02_p00_seed20260741_step00_cond_l14,s02_p00_seed20260741_step19_cond_l14,14,0,19,cond,cond,0,0,20260741,20260741,0.9152732256260852,0.806430089365108,0.8867986177851435,0.8057619888156833,0.5,0.0,False
step,s02_p00_seed20260741_step09_cond_l14,s02_p00_seed20260741_step19_cond_l14,14,9,19,cond,cond,0,0,20260741,20260741,0.979934451663273,0.9624547021646007,0.9746417630566673,0.9490293078707355,0.75,0.0,False
step,s02_p00_seed20260741_step00_cond_l29,s02_p00_seed20260741_step09_cond_l29,29,0,9,cond,cond,0,0,20260741,20260741,0.9125103157773145,0.9363843373170295,0.8882972111302904,0.4560087974291862,0.75,0.6,True
step,s02_p00_seed20260741_step00_cond_l29,s02_p00_seed20260741_step19_cond_l29,29,0,19,cond,cond,0,0,20260741,20260741,0.8633022876370964,0.9120939016813918,0.7721275830400585,0.01921088831513025,0.6666666666666666,0.6,False
step,s02_p00_seed20260741_step09_cond_l29,s02_p00_seed20260741_step19_cond_l29,29,9,19,cond,cond,0,0,20260741,20260741,0.9776742322416111,0.9558864173555972,0.948185484861895,0.7444077154197636,0.9166666666666666,1.0,True
step,s02_p00_seed20260741_step00_uncond_l00,s02_p00_seed20260741_step09_uncond_l00,0,0,9,uncond,uncond,0,0,20260741,20260741,0.9954293183169113,0.9931301954663224,0.9718678860804676,0.9993332030213665,0.9166666666666666,0.75,True
step,s02_p00_seed20260741_step00_uncond_l00,s02_p00_seed20260741_step19_uncond_l00,0,0,19,uncond,uncond,0,0,20260741,20260741,0.975494403424635,0.9767325308975819,0.9137821216988702,0.9976621943135221,0.8333333333333334,0.6,True
step,s02_p00_seed20260741_step09_uncond_l00,s02_p00_seed20260741_step19_uncond_l00,0,9,19,uncond,uncond,0,0,20260741,20260741,0.9903858997554946,0.9908168845315645,0.975964051124952,0.9969162814808906,0.9166666666666666,0.8,True
step,s02_p00_seed20260741_step00_uncond_l14,s02_p00_seed20260741_step09_uncond_l14,14,0,9,uncond,uncond,0,0,20260741,20260741,0.9645527721120049,0.9205734341465333,0.963508471526619,0.8095679684744586,0.6666666666666666,1.0,False
step,s02_p00_seed20260741_step00_uncond_l14,s02_p00_seed20260741_step19_uncond_l14,14,0,19,uncond,uncond,0,0,20260741,20260741,0.9234746000802947,0.815472512484353,0.8997014277923896,0.7754767845263957,0.5,0.0,False
step,s02_p00_seed20260741_step09_uncond_l14,s02_p00_seed20260741_step19_uncond_l14,14,9,19,uncond,uncond,0,0,20260741,20260741,0.9796816371826369,0.9571465596823577,0.9732154622102298,0.9514306207249806,0.75,0.0,False
step,s02_p00_seed20260741_step00_uncond_l29,s02_p00_seed20260741_step09_uncond_l29,29,0,9,uncond,uncond,0,0,20260741,20260741,0.8979817917754476,0.926352597851082,0.8826690197391527,0.3373250738865667,0.75,0.6,False
step,s02_p00_seed20260741_step00_uncond_l29,s02_p00_seed20260741_step19_uncond_l29,29,0,19,uncond,uncond,0,0,20260741,20260741,0.8458501567602206,0.9059419106829384,0.7689829428498216,-0.023302625854673294,0.6666666666666666,0.6,False
step,s02_p00_seed20260741_step09_uncond_l29,s02_p00_seed20260741_step19_uncond_l29,29,9,19,uncond,uncond,0,0,20260741,20260741,0.9784039804628654,0.9578501873592487,0.9490134648171548,0.7526881535990253,0.9166666666666666,1.0,True
step,s03_p01_seed20260741_step00_cond_l00,s03_p01_seed20260741_step09_cond_l00,0,0,9,cond,cond,1,1,20260741,20260741,0.9953568752723023,0.9932047306055071,0.9720107906873655,0.9994401905084617,0.9166666666666666,0.75,True
step,s03_p01_seed20260741_step00_cond_l00,s03_p01_seed20260741_step19_cond_l00,0,0,19,cond,cond,1,1,20260741,20260741,0.976591129054488,0.9799412827611133,0.9103806984228936,0.9979353910366968,0.8333333333333334,0.6,True
step,s03_p01_seed20260741_step09_cond_l00,s03_p01_seed20260741_step19_cond_l00,0,9,19,cond,cond,1,1,20260741,20260741,0.9912086182300182,0.9942453021495181,0.9737839085152258,0.9979366818040365,0.9166666666666666,0.8,True
step,s03_p01_seed20260741_step00_cond_l14,s03_p01_seed20260741_step09_cond_l14,14,0,9,cond,cond,1,1,20260741,20260741,0.9318859795763949,0.973012244279238,0.9380618428856125,0.845552260067721,0.75,1.0,True
step,s03_p01_seed20260741_step00_cond_l14,s03_p01_seed20260741_step19_cond_l14,14,0,19,cond,cond,1,1,20260741,20260741,0.8843643430502813,0.9162234049260157,0.8713428506451767,0.8027561759296704,0.5,0.0,False
step,s03_p01_seed20260741_step09_cond_l14,s03_p01_seed20260741_step19_cond_l14,14,9,19,cond,cond,1,1,20260741,20260741,0.9842971499098233,0.9681114995917018,0.9751398340271705,0.9804349398486203,0.75,0.0,False
step,s03_p01_seed20260741_step00_cond_l29,s03_p01_seed20260741_step09_cond_l29,29,0,9,cond,cond,1,1,20260741,20260741,0.9172020561682596,0.9387598897421474,0.898284818298182,0.450601684420211,0.75,0.6,True
step,s03_p01_seed20260741_step00_cond_l29,s03_p01_seed20260741_step19_cond_l29,29,0,19,cond,cond,1,1,20260741,20260741,0.855185757412383,0.9027355443962037,0.7549689291327488,0.016238878771686376,0.6666666666666666,0.5,False
step,s03_p01_seed20260741_step09_cond_l29,s03_p01_seed20260741_step19_cond_l29,29,9,19,cond,cond,1,1,20260741,20260741,0.9780531816717782,0.9674417274258904,0.9414197476483499,0.7861962129809454,0.8333333333333334,0.8333333333333334,True
step,s03_p01_seed20260741_step00_uncond_l00,s03_p01_seed20260741_step09_uncond_l00,0,0,9,uncond,uncond,1,1,20260741,20260741,0.9953568752723023,0.9932047306055071,0.9720107906873655,0.9994401905084617,0.9166666666666666,0.75,True
step,s03_p01_seed20260741_step00_uncond_l00,s03_p01_seed20260741_step19_uncond_l00,0,0,19,uncond,uncond,1,1,20260741,20260741,0.976591129054488,0.9799412827611133,0.9103806984228936,0.9979353910366968,0.8333333333333334,0.6,True
step,s03_p01_seed20260741_step09_uncond_l00,s03_p01_seed20260741_step19_uncond_l00,0,9,19,uncond,uncond,1,1,20260741,20260741,0.9912086182300182,0.9942453021495181,0.9737839085152258,0.9979366818040365,0.9166666666666666,0.8,True
step,s03_p01_seed20260741_step00_uncond_l14,s03_p01_seed20260741_step09_uncond_l14,14,0,9,uncond,uncond,1,1,20260741,20260741,0.9261831457503308,0.9506941269409386,0.9271089029543076,0.7572977594180311,0.75,1.0,True
step,s03_p01_seed20260741_step00_uncond_l14,s03_p01_seed20260741_step19_uncond_l14,14,0,19,uncond,uncond,1,1,20260741,20260741,0.8743526721981894,0.8661970035802898,0.849193133078283,0.7321458820704374,0.5,0.0,False
step,s03_p01_seed20260741_step09_uncond_l14,s03_p01_seed20260741_step19_uncond_l14,14,9,19,uncond,uncond,1,1,20260741,20260741,0.9847886705013883,0.9677758356643835,0.9752187423949025,0.980022458788843,0.75,0.0,False
step,s03_p01_seed20260741_step00_uncond_l29,s03_p01_seed20260741_step09_uncond_l29,29,0,9,uncond,uncond,1,1,20260741,20260741,0.8993644742861576,0.9303124398141176,0.8882667177961152,0.33048998882742125,0.75,0.6,False
step,s03_p01_seed20260741_step00_uncond_l29,s03_p01_seed20260741_step19_uncond_l29,29,0,19,uncond,uncond,1,1,20260741,20260741,0.8361649841366938,0.8964043142271374,0.7477229563558222,-0.0188894552750677,0.6666666666666666,0.5,False
step,s03_p01_seed20260741_step09_uncond_l29,s03_p01_seed20260741_step19_uncond_l29,29,9,19,uncond,uncond,1,1,20260741,20260741,0.9783573611418903,0.9669511579473744,0.9422387142687543,0.7917462830976837,0.8333333333333334,0.8333333333333334,True
branch,s00_p00_seed20260740_step00_cond_l00,s00_p00_seed20260740_step00_uncond_l00,0,0,0,cond,uncond,0,0,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s00_p00_seed20260740_step00_cond_l14,s00_p00_seed20260740_step00_uncond_l14,14,0,0,cond,uncond,0,0,20260740,20260740,0.9963344390947917,0.9853799608375932,0.9984034561008459,0.984751447113597,1.0,1.0,True
branch,s00_p00_seed20260740_step00_cond_l29,s00_p00_seed20260740_step00_uncond_l29,29,0,0,cond,uncond,0,0,20260740,20260740,0.9990025880619907,0.9992588751574049,0.9985226093763535,0.9843861404578267,1.0,1.0,True
branch,s00_p00_seed20260740_step09_cond_l00,s00_p00_seed20260740_step09_uncond_l00,0,9,9,cond,uncond,0,0,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s00_p00_seed20260740_step09_cond_l14,s00_p00_seed20260740_step09_uncond_l14,14,9,9,cond,uncond,0,0,20260740,20260740,0.9996963306873412,0.999632754376773,0.9995221161443114,0.9981765940024868,1.0,1.0,True
branch,s00_p00_seed20260740_step09_cond_l29,s00_p00_seed20260740_step09_uncond_l29,29,9,9,cond,uncond,0,0,20260740,20260740,0.9999683055080231,0.999940208927404,0.9999601657784363,0.9999347267298127,1.0,1.0,True
branch,s00_p00_seed20260740_step19_cond_l00,s00_p00_seed20260740_step19_uncond_l00,0,19,19,cond,uncond,0,0,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s00_p00_seed20260740_step19_cond_l14,s00_p00_seed20260740_step19_uncond_l14,14,19,19,cond,uncond,0,0,20260740,20260740,0.9998526141707809,0.9998757359458755,0.9998737727060185,0.9997110677714718,1.0,1.0,True
branch,s00_p00_seed20260740_step19_cond_l29,s00_p00_seed20260740_step19_uncond_l29,29,19,19,cond,uncond,0,0,20260740,20260740,0.9999743182865415,0.9998873325481419,0.9999637513080591,0.9999096517608954,1.0,1.0,True
branch,s01_p01_seed20260740_step00_cond_l00,s01_p01_seed20260740_step00_uncond_l00,0,0,0,cond,uncond,1,1,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s01_p01_seed20260740_step00_cond_l14,s01_p01_seed20260740_step00_uncond_l14,14,0,0,cond,uncond,1,1,20260740,20260740,0.9949625623961673,0.9901721090702816,0.9952725594923076,0.9871911815428578,1.0,1.0,True
branch,s01_p01_seed20260740_step00_cond_l29,s01_p01_seed20260740_step00_uncond_l29,29,0,0,cond,uncond,1,1,20260740,20260740,0.9993171414385681,0.9994861582080998,0.9994408371121415,0.9798935473282958,1.0,1.0,True
branch,s01_p01_seed20260740_step09_cond_l00,s01_p01_seed20260740_step09_uncond_l00,0,9,9,cond,uncond,1,1,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s01_p01_seed20260740_step09_cond_l14,s01_p01_seed20260740_step09_uncond_l14,14,9,9,cond,uncond,1,1,20260740,20260740,0.9998813994570047,0.9997577162621022,0.999842457558786,0.9996701881833714,1.0,1.0,True
branch,s01_p01_seed20260740_step09_cond_l29,s01_p01_seed20260740_step09_uncond_l29,29,9,9,cond,uncond,1,1,20260740,20260740,0.9999960324287398,0.9999823678630425,0.9999980609985969,0.9999834767621838,1.0,1.0,True
branch,s01_p01_seed20260740_step19_cond_l00,s01_p01_seed20260740_step19_uncond_l00,0,19,19,cond,uncond,1,1,20260740,20260740,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s01_p01_seed20260740_step19_cond_l14,s01_p01_seed20260740_step19_uncond_l14,14,19,19,cond,uncond,1,1,20260740,20260740,0.9999741206664295,0.9999397449343379,0.999970062205534,0.9997529621347676,1.0,1.0,True
branch,s01_p01_seed20260740_step19_cond_l29,s01_p01_seed20260740_step19_uncond_l29,29,19,19,cond,uncond,1,1,20260740,20260740,0.9999921796592419,0.9999576560752558,0.9999868651244647,0.9999955413077861,1.0,1.0,True
branch,s02_p00_seed20260741_step00_cond_l00,s02_p00_seed20260741_step00_uncond_l00,0,0,0,cond,uncond,0,0,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s02_p00_seed20260741_step00_cond_l14,s02_p00_seed20260741_step00_uncond_l14,14,0,0,cond,uncond,0,0,20260741,20260741,0.9926628396622064,0.9897286196649052,0.9957466975709838,0.9741673059228676,1.0,1.0,True
branch,s02_p00_seed20260741_step00_cond_l29,s02_p00_seed20260741_step00_uncond_l29,29,0,0,cond,uncond,0,0,20260741,20260741,0.9988393959029008,0.9987752078242426,0.9994000708042652,0.9777261132033198,1.0,1.0,True
branch,s02_p00_seed20260741_step09_cond_l00,s02_p00_seed20260741_step09_uncond_l00,0,9,9,cond,uncond,0,0,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s02_p00_seed20260741_step09_cond_l14,s02_p00_seed20260741_step09_uncond_l14,14,9,9,cond,uncond,0,0,20260741,20260741,0.9998110102401745,0.9998116275228767,0.9997315830958216,0.9998542541432481,1.0,1.0,True
branch,s02_p00_seed20260741_step09_cond_l29,s02_p00_seed20260741_step09_uncond_l29,29,9,9,cond,uncond,0,0,20260741,20260741,0.9999876238394435,0.9999759488368497,0.9999914006608902,0.9995974343107197,1.0,1.0,True
branch,s02_p00_seed20260741_step19_cond_l00,s02_p00_seed20260741_step19_uncond_l00,0,19,19,cond,uncond,0,0,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s02_p00_seed20260741_step19_cond_l14,s02_p00_seed20260741_step19_uncond_l14,14,19,19,cond,uncond,0,0,20260741,20260741,0.9999054465174819,0.99991730171673,0.9999199161489899,0.9996515474708384,1.0,1.0,True
branch,s02_p00_seed20260741_step19_cond_l29,s02_p00_seed20260741_step19_uncond_l29,29,19,19,cond,uncond,0,0,20260741,20260741,0.9999918585667475,0.9999623930847352,0.9999915432275185,0.9999873706376502,1.0,1.0,True
branch,s03_p01_seed20260741_step00_cond_l00,s03_p01_seed20260741_step00_uncond_l00,0,0,0,cond,uncond,1,1,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s03_p01_seed20260741_step00_cond_l14,s03_p01_seed20260741_step00_uncond_l14,14,0,0,cond,uncond,1,1,20260741,20260741,0.9925559534077848,0.9873139392013468,0.992938634538052,0.974750301487598,1.0,1.0,True
branch,s03_p01_seed20260741_step00_cond_l29,s03_p01_seed20260741_step00_uncond_l29,29,0,0,cond,uncond,1,1,20260741,20260741,0.9982141330138723,0.9994322428497128,0.998155070956535,0.9705424888181892,1.0,1.0,True
branch,s03_p01_seed20260741_step09_cond_l00,s03_p01_seed20260741_step09_uncond_l00,0,9,9,cond,uncond,1,1,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s03_p01_seed20260741_step09_cond_l14,s03_p01_seed20260741_step09_uncond_l14,14,9,9,cond,uncond,1,1,20260741,20260741,0.9999188543001836,0.9999044584071467,0.9998848845568112,0.9997544021041845,1.0,1.0,True
branch,s03_p01_seed20260741_step09_cond_l29,s03_p01_seed20260741_step09_uncond_l29,29,9,9,cond,uncond,1,1,20260741,20260741,0.9999922712683397,0.9999897927896242,0.9999911848712821,0.9999476763356034,1.0,1.0,True
branch,s03_p01_seed20260741_step19_cond_l00,s03_p01_seed20260741_step19_uncond_l00,0,19,19,cond,uncond,1,1,20260741,20260741,1.0,1.0,1.0,1.0,1.0,1.0,True
branch,s03_p01_seed20260741_step19_cond_l14,s03_p01_seed20260741_step19_uncond_l14,14,19,19,cond,uncond,1,1,20260741,20260741,0.9999544017286811,0.9999143761842613,0.9999526054144003,0.9998193370525289,1.0,1.0,True
branch,s03_p01_seed20260741_step19_cond_l29,s03_p01_seed20260741_step19_uncond_l29,29,19,19,cond,uncond,1,1,20260741,20260741,0.9999982083694007,0.999980250333019,0.9999974905151229,0.9999928419908954,1.0,1.0,True
