split,sample_id,cell,layer,sampling_step,method,density,head,tile_index,query_start,family,generators,oracle_access,residual_sq,reference_sq,output_relative_l2,critical_output_relative_l2,adaptive_output_relative_l2,subspace_overlap,selected_attention_mass_mean,dynamic_scalars,dynamic_scalar_ratio_to_rank_basis,rotation_macs,tail_macs,dense_attention_macs,extra_work_ratio,record_quality_gate
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,6,2,32640,full_procrustes,128,heldout_defect_posthoc,0.001390792618897712,1555.29052734375,0.0009456391090387296,0.014860903117003218,0.0009456392029404626,1.0,0.9557352066040039,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,0,0,frozen,0,source_only,0.7324043700446264,540.9581298828125,0.03679540923321006,0.0647458181710615,0.005159856035867427,0.5983554911620536,0.8758353590965271,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,0,0,adaptive,0,heldout_defect_posthoc,0.01440252985641603,540.9581298828125,0.005159855815361303,0.0647458181710615,0.005159856035867427,1.0000000000000002,0.8758353590965271,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,0,0,full_procrustes,128,heldout_defect_posthoc,0.01440252985641603,540.9581298828125,0.005159855815361303,0.0647458181710615,0.005159856035867427,1.0000000000000002,0.8758353590965271,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,1,16320,frozen,0,source_only,0.4822150351933643,512.7139282226562,0.030667813668240944,0.05714812713159635,0.004324494438411036,0.5577893997469892,0.8725422620773315,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,1,16320,adaptive,0,heldout_defect_posthoc,0.009588391268874005,512.7139282226562,0.004324494171742187,0.05714812713159635,0.004324494438411036,0.9999999999999998,0.8725422620773315,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,1,16320,full_procrustes,128,heldout_defect_posthoc,0.009588391268874005,512.7139282226562,0.004324494171742187,0.05714812713159635,0.004324494438411036,0.9999999999999998,0.8725422620773315,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,2,32640,frozen,0,source_only,2.8273474368034757,586.3121948242188,0.06944246462574491,0.12387768785386014,0.009928289019643472,0.564110224504205,0.7343482971191406,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,2,32640,adaptive,0,heldout_defect_posthoc,0.05779332669005083,586.3121948242188,0.009928288380893808,0.12387768785386014,0.009928289019643472,0.9999999999999998,0.7343482971191406,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,7,2,32640,full_procrustes,128,heldout_defect_posthoc,0.05779332669005083,586.3121948242188,0.009928288380893808,0.12387768785386014,0.009928289019643472,0.9999999999999998,0.7343482971191406,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
