checkpoint,offset,layer,flow_point,shift_risk,toeplitz_risk,toeplitz_improvement
2,1,6,9,0.072899233394637,0.0711387984072109,0.024148882031393426
2,1,7,9,0.1026526964067349,0.0990027105218402,0.0355566489011897
2,8,0,0,0.0122114292240075,0.0166034447691007,-0.35966433285782484
2,8,1,0,0.0035820339769276,0.0080440151426584,-1.2456557348341941
2,8,2,0,0.0026563965502554,0.0057786741378936,-1.175380832104306
2,8,3,0,0.0025760443513264,0.003916269993175,-0.5202649718194954
2,8,4,0,0.003656361145814,0.0029041068414652,0.2057385127861402
2,8,5,0,0.0038525591292527,0.0037163447119266,0.035356866113180785
2,8,6,0,0.0089296251986846,0.0039744017807579,0.5549195299548118
2,8,7,0,0.0097486568805465,0.0053492574965802,0.45128261645410106
2,8,0,1,0.0150871422429016,0.0172378079412735,-0.14254957391839906
2,8,1,1,0.0035564758149463,0.0080926526339223,-1.2754696095253761
2,8,2,1,0.0025627250070257,0.0054107962909386,-1.1113448677110984
2,8,3,1,0.0028408750428955,0.0038880513262634,-0.36861046950540577
2,8,4,1,0.0040959718711477,0.0028724665270128,0.2987094107636221
2,8,5,1,0.0048431808660039,0.0038330245163157,0.2085729147096005
2,8,6,1,0.0097093486004846,0.0055870044611801,0.42457473811361046
2,8,7,1,0.0109667504855852,0.0082287046912722,0.24966792104114266
2,8,0,2,0.0242287543720464,0.0180328412623012,0.2557256148873114
2,8,1,2,0.0037362576874082,0.0091224692661634,-1.4416060211552364
2,8,2,2,0.002858379139831,0.0055627793053687,-0.9461306682001591
2,8,3,2,0.0037023488282369,0.0045331432386214,-0.22439657874704744
2,8,4,2,0.0052486716052304,0.0050495952290809,0.03792890680207872
2,8,5,2,0.0074973034608513,0.0066149093516652,0.11769486373250071
2,8,6,2,0.0125618425163459,0.0085447847513744,0.31978252869707346
2,8,7,2,0.0117585820409285,0.0096281544178403,0.18118065729972777
2,8,0,3,0.0385135035993262,0.0203257369168917,0.4722438880567775
2,8,1,3,0.0044781480255306,0.0099315507005964,-1.217780797770669
2,8,2,3,0.0038040159704816,0.0062572561615096,-0.6449079630749848
2,8,3,3,0.0050659331752127,0.0052341982465112,-0.033215019914161203
2,8,4,3,0.0074455460391171,0.006620074488713,0.11086783240171671
2,8,5,3,0.01110748260579,0.009301489821981,0.16259244762333358
2,8,6,3,0.0175206374784201,0.0114810260873327,0.34471413488957214
2,8,7,3,0.0145914401383837,0.0127124682152199,0.12877220516575638
2,8,0,4,0.0608808069569936,0.0247868627949159,0.5928624465765472
2,8,1,4,0.0056775408838575,0.0104487056250812,-0.8403576194033533
2,8,2,4,0.0050631375353328,0.0068353293978856,-0.3500185112858707
2,8,3,4,0.0072736735526735,0.0067351597566556,0.0740360138681182
2,8,4,4,0.0106416573502814,0.0099053073544331,0.0691950484412871
2,8,5,4,0.0153744923516274,0.0126602989467713,0.17653873329800063
2,8,6,4,0.0237462731215183,0.0160267400816366,0.32508398266869276
2,8,7,4,0.0191852521831217,0.0172588221287686,0.10041202669454019
2,8,0,5,0.0959718777028002,0.0341757892900495,0.6438978781275596
2,8,1,5,0.0077400682381191,0.0115229854878133,-0.48874468975140184
2,8,2,5,0.0070225375762289,0.0077667164445926,-0.10597007994413943
2,8,3,5,0.0098494902909309,0.0085373871204085,0.13321533721704804
2,8,4,5,0.0140529492964903,0.0134958284112164,0.039644410117742224
2,8,5,5,0.0205566309807891,0.0169989801376698,0.17306585142497577
2,8,6,5,0.0318082636914944,0.0223649041037635,0.2968838437495749
2,8,7,5,0.0258917429135813,0.0234432796331281,0.09456540985384487
2,8,0,6,0.1526651112024395,0.0541546503463336,0.6452716018755421
2,8,1,6,0.0123038618678747,0.0122642434002296,0.0032200026358019107
2,8,2,6,0.0098636708526865,0.0084114965810597,0.14722452657990726
2,8,3,6,0.0134026283124051,0.0109831570598807,0.1805221480539757
2,8,4,6,0.0186664544286061,0.0172041441362925,0.07833894207957515
2,8,5,6,0.0277145805117798,0.0229189774276203,0.17303538410481
2,8,6,6,0.0425278384533117,0.0321653642311573,0.24366331793539497
2,8,7,6,0.0347226158708916,0.0315222242774998,0.09217023294822457
2,8,0,7,0.2345361901027129,0.0858562494300685,0.6339317638251539
2,8,1,7,0.021633915173359,0.0170450576276336,0.21211405836407882
2,8,2,7,0.0146025007902467,0.0122446015075432,0.16147229276497554
2,8,3,7,0.0196103726519338,0.0164631534926023,0.16048747339949954
2,8,4,7,0.0274617974653433,0.0255532979491584,0.06949652580438048
2,8,5,7,0.0440642521779715,0.0376405931252824,0.14577937296528987
2,8,6,7,0.0596705764438949,0.0480525520072908,0.19470273506621683
2,8,7,7,0.0485252705126747,0.0446053178082891,0.08078167649496593
2,8,0,8,0.3404114572648768,0.1412169334601878,0.5851581066194673
2,8,1,8,0.0433825065880917,0.0240612049462502,0.4453707994628672
2,8,2,8,0.0251114538711013,0.020877252720361,0.16861632832868723
2,8,3,8,0.0355090003149526,0.0314292292009929,0.11489400089480228
2,8,4,8,0.0522202588441858,0.0451143251756919,0.13607618624979445
2,8,5,8,0.0898378300070465,0.0879203653781352,0.02134362137599377
2,8,6,8,0.0930939228247015,0.0917829041252347,0.014082752769324025
2,8,7,8,0.0764806964984524,0.0775886640687331,-0.014486891738794805
2,8,0,9,0.7116260684464123,0.3432272947616656,0.5176858887266695
2,8,1,9,0.1463550741023896,0.0922924388912229,0.369393651315052
2,8,2,9,0.0893678574560394,0.0782228403048092,0.12470945895410446
2,8,3,9,0.1083964230691781,0.104098057199104,0.039654130167476986
2,8,4,9,0.1697197589924788,0.1547737778023009,0.08806270571501484
2,8,5,9,0.1941258759235422,0.2002798620823694,-0.03170100909809159
2,8,6,9,0.1717814789408781,0.1693998705088648,0.013864174686917141
2,8,7,9,0.1900105737360371,0.1829494068736578,0.0371619680080999
