case,signal,control,centering,requested_density,actual_lowpass_density,lowpass_retained_energy,lowpass_relative_l2,shared_frequency_topk_oracle_energy,dc_energy_ratio,tokens,channels_sampled
f81_l0_t1000,k,frame_shuffled,centered,0.0625,0.06266788766788767,0.7326975464820862,0.5170130109754626,0.9701197743415833,3.8869499151717325e-15,32760,64
f81_l0_t1000,k,frame_shuffled,centered,0.125,0.12512210012210012,0.8261657953262329,0.41693429299323304,0.9729416370391846,3.8869499151717325e-15,32760,64
f81_l0_t1000,k,frame_shuffled,centered,0.25,0.25003052503052503,0.8907517194747925,0.3305272765222373,0.9779682159423828,3.8869499151717325e-15,32760,64
f81_l0_t1000,k,spatial_shuffled,raw,0.015625,0.01572039072039072,0.5962845683097839,0.6353860493355328,0.8129396438598633,0.2669380307197571,32760,64
f81_l0_t1000,k,spatial_shuffled,raw,0.0625,0.06266788766788767,0.7027068138122559,0.5452459868607418,0.9774972200393677,0.2669380307197571,32760,64
f81_l0_t1000,k,spatial_shuffled,raw,0.125,0.12512210012210012,0.7438656687736511,0.5060971559160838,0.9797831177711487,0.2669380307197571,32760,64
f81_l0_t1000,k,spatial_shuffled,raw,0.25,0.25003052503052503,0.8152637481689453,0.42980955297789125,0.9836309552192688,0.2669380307197571,32760,64
f81_l0_t1000,k,spatial_shuffled,centered,0.015625,0.01572039072039072,0.4492751657962799,0.7421083709295564,0.7451422810554504,1.6108349548037354e-15,32760,64
f81_l0_t1000,k,spatial_shuffled,centered,0.0625,0.06266788766788767,0.5944501161575317,0.6368279860703896,0.9693046808242798,1.6108349548037354e-15,32760,64
f81_l0_t1000,k,spatial_shuffled,centered,0.125,0.12512210012210012,0.650596559047699,0.5911035788694745,0.97242271900177,1.6108349548037354e-15,32760,64
f81_l0_t1000,k,spatial_shuffled,centered,0.25,0.25003052503052503,0.7479937076568604,0.5020022832051062,0.9776715040206909,1.6108349548037354e-15,32760,64
f81_l0_t1000,k,matched_gaussian,raw,0.015625,0.01572039072039072,0.016412096098065376,0.991760003177147,0.021586500108242035,0.0007082814699970186,32760,64
f81_l0_t1000,k,matched_gaussian,raw,0.0625,0.06266788766788767,0.06309124827384949,0.9679404691023877,0.07936806231737137,0.0007082814699970186,32760,64
f81_l0_t1000,k,matched_gaussian,raw,0.125,0.12512210012210012,0.12518562376499176,0.9353151213548342,0.1523096114397049,0.0007082814699970186,32760,64
f81_l0_t1000,k,matched_gaussian,raw,0.25,0.25003052503052503,0.2508735954761505,0.8655208862435669,0.29098162055015564,0.0007082814699970186,32760,64
f81_l0_t1000,k,matched_gaussian,centered,0.015625,0.01572039072039072,0.015714945271611214,0.9921114124574865,0.02093229442834854,7.826839866002892e-17,32760,64
f81_l0_t1000,k,matched_gaussian,centered,0.0625,0.06266788766788767,0.06242718547582626,0.9682834370803695,0.0787520557641983,7.826839866002892e-17,32760,64
f81_l0_t1000,k,matched_gaussian,centered,0.125,0.12512210012210012,0.12456556409597397,0.9356465336354461,0.15174373984336853,7.826839866002892e-17,32760,64
f81_l0_t1000,k,matched_gaussian,centered,0.25,0.25003052503052503,0.25034263730049133,0.865827559447901,0.2905120551586151,7.826839866002892e-17,32760,64
f81_l0_t1000,v,original,raw,0.015625,0.01572039072039072,0.03414534404873848,0.9827790473709039,0.04547877609729767,0.018727276474237442,32760,64
f81_l0_t1000,v,original,raw,0.0625,0.06266788766788767,0.08079855144023895,0.9587499405787523,0.11362388730049133,0.018727276474237442,32760,64
f81_l0_t1000,v,original,raw,0.125,0.12512210012210012,0.14193885028362274,0.9263159016860162,0.19553394615650177,0.018727276474237442,32760,64
f81_l0_t1000,v,original,raw,0.25,0.25003052503052503,0.2641485333442688,0.8578178516769928,0.3436596691608429,0.018727276474237442,32760,64
f81_l0_t1000,v,original,centered,0.015625,0.01572039072039072,0.015712318941950798,0.9921127360628172,0.027311204001307487,3.6157377475761084e-16,32760,64
f81_l0_t1000,v,original,centered,0.0625,0.06266788766788767,0.06325588375329971,0.9678554211485827,0.09675036370754242,3.6157377475761084e-16,32760,64
f81_l0_t1000,v,original,centered,0.125,0.12512210012210012,0.12556302547454834,0.9351133484906798,0.18022015690803528,3.6157377475761084e-16,32760,64
f81_l0_t1000,v,original,centered,0.25,0.25003052503052503,0.2501050531864166,0.8659647491749207,0.33116868138313293,3.6157377475761084e-16,32760,64
f81_l0_t1000,v,token_shuffled,raw,0.015625,0.01572039072039072,0.03408455476164818,0.9828099741243735,0.04561415687203407,0.01872727833688259,32760,64
f81_l0_t1000,v,token_shuffled,raw,0.0625,0.06266788766788767,0.0798322856426239,0.9592537278308467,0.11410874873399734,0.01872727833688259,32760,64
f81_l0_t1000,v,token_shuffled,raw,0.125,0.12512210012210012,0.14171068370342255,0.9264390515822276,0.19625864923000336,0.01872727833688259,32760,64
f81_l0_t1000,v,token_shuffled,raw,0.25,0.25003052503052503,0.26388564705848694,0.8579710676599258,0.3446020781993866,0.01872727833688259,32760,64
f81_l0_t1000,v,token_shuffled,centered,0.015625,0.01572039072039072,0.015650363638997078,0.9921439594942878,0.027449337765574455,2.93969957654877e-16,32760,64
f81_l0_t1000,v,token_shuffled,centered,0.0625,0.06266788766788767,0.06227117031812668,0.9683639964816295,0.09724468737840652,2.93969957654877e-16,32760,64
f81_l0_t1000,v,token_shuffled,centered,0.125,0.12512210012210012,0.12533049285411835,0.9352376741480647,0.18095868825912476,2.93969957654877e-16,32760,64
f81_l0_t1000,v,token_shuffled,centered,0.25,0.25003052503052503,0.24983717501163483,0.8661194057336236,0.33212903141975403,2.93969957654877e-16,32760,64
f81_l0_t1000,v,frame_shuffled,raw,0.015625,0.01572039072039072,0.03388751670718193,0.9829102112058955,0.04567315801978111,0.01872727833688259,32760,64
f81_l0_t1000,v,frame_shuffled,raw,0.0625,0.06266788766788767,0.0805046409368515,0.958903206305594,0.11416242271661758,0.01872727833688259,32760,64
f81_l0_t1000,v,frame_shuffled,raw,0.125,0.12512210012210012,0.14208978414535522,0.9262344281307215,0.19618943333625793,0.01872727833688259,32760,64
f81_l0_t1000,v,frame_shuffled,raw,0.25,0.25003052503052503,0.26522570848464966,0.8571897640052349,0.3441873788833618,0.01872727833688259,32760,64
f81_l0_t1000,v,frame_shuffled,centered,0.015625,0.01572039072039072,0.01544957049190998,0.9922451458727778,0.02750941552221775,2.93037109682154e-16,32760,64
f81_l0_t1000,v,frame_shuffled,centered,0.0625,0.06266788766788767,0.06295635551214218,0.968010146893026,0.09729937463998795,2.93037109682154e-16,32760,64
f81_l0_t1000,v,frame_shuffled,centered,0.125,0.12512210012210012,0.12571683526039124,0.9350311036214831,0.1808880716562271,2.93037109682154e-16,32760,64
f81_l0_t1000,v,frame_shuffled,centered,0.25,0.25003052503052503,0.2512027323246002,0.8653307273380506,0.33170631527900696,2.93037109682154e-16,32760,64
f81_l0_t1000,v,spatial_shuffled,raw,0.015625,0.01572039072039072,0.03421321511268616,0.982744516589797,0.04549581930041313,0.018727276474237442,32760,64
f81_l0_t1000,v,spatial_shuffled,raw,0.0625,0.06266788766788767,0.08030670136213303,0.9590064121985145,0.11379341036081314,0.018727276474237442,32760,64
f81_l0_t1000,v,spatial_shuffled,raw,0.125,0.12512210012210012,0.1417568325996399,0.9264141446460973,0.19558286666870117,0.018727276474237442,32760,64
f81_l0_t1000,v,spatial_shuffled,raw,0.25,0.25003052503052503,0.263828843832016,0.8580041702509283,0.34347474575042725,0.018727276474237442,32760,64
f81_l0_t1000,v,spatial_shuffled,centered,0.015625,0.01572039072039072,0.01578148826956749,0.9920778758396099,0.027328554540872574,3.5991409310680484e-16,32760,64
f81_l0_t1000,v,spatial_shuffled,centered,0.0625,0.06266788766788767,0.06275465339422226,0.9681143251733122,0.09692316502332687,3.5991409310680484e-16,32760,64
f81_l0_t1000,v,spatial_shuffled,centered,0.125,0.12512210012210012,0.12537755072116852,0.9352125155700343,0.18026986718177795,3.5991409310680484e-16,32760,64
f81_l0_t1000,v,spatial_shuffled,centered,0.25,0.25003052503052503,0.24977929890155792,0.866152816250367,0.330980122089386,3.5991409310680484e-16,32760,64
f81_l0_t1000,v,matched_gaussian,raw,0.015625,0.01572039072039072,0.01587383635342121,0.9920313319883495,0.021062390878796577,7.575341442134231e-05,32760,64
f81_l0_t1000,v,matched_gaussian,raw,0.0625,0.06266788766788767,0.062479518353939056,0.9682564131706337,0.07882248610258102,7.575341442134231e-05,32760,64
f81_l0_t1000,v,matched_gaussian,raw,0.125,0.12512210012210012,0.1251823455095291,0.9353168738403423,0.1517915427684784,7.575341442134231e-05,32760,64
f81_l0_t1000,v,matched_gaussian,raw,0.25,0.25003052503052503,0.2507108151912689,0.8656149171593169,0.29054516553878784,7.575341442134231e-05,32760,64
f81_l0_t1000,v,matched_gaussian,centered,0.015625,0.01572039072039072,0.015799278393387794,0.9920689097066857,0.021027470007538795,6.856302897594014e-17,32760,64
f81_l0_t1000,v,matched_gaussian,centered,0.0625,0.06266788766788767,0.06240849196910858,0.9682930899427566,0.07878923416137695,6.856302897594014e-17,32760,64
f81_l0_t1000,v,matched_gaussian,centered,0.125,0.12512210012210012,0.12511606514453888,0.9353523052066858,0.1517621874809265,6.856302897594014e-17,32760,64
f81_l0_t1000,v,matched_gaussian,centered,0.25,0.25003052503052503,0.250654011964798,0.8656477274476044,0.2905244529247284,6.856302897594014e-17,32760,64
