dataset,scope,method,retention_rate,samples,feature_nmse_mean,feature_nmse_median,feature_cosine_mean,boundary_mse_mean,fisher_weighted_nmse_mean,oracle_first_order_abs_mean,oracle_samples,stream_bits_mean,shared_bits_mean,effective_bits_mean,stream_bits_per_original_vector_mean,effective_bits_per_original_vector_mean,stream_bits_per_original_value_mean,effective_bits_per_original_value_mean,effective_compression_ratio_mean,break_even_samples_max,residual_budget_bits_mean,residual_spent_bits_mean,budget_error_bits_mean,budget_absolute_relative_error_mean,mode_drop,mode_rvq1,mode_rvq2,mode_exact,mode_drop_fraction,mode_rvq1_fraction,mode_rvq2_fraction,mode_exact_fraction,mean_rvq_depth_all_blocks,mean_rvq_depth_given_vq
textvqa,baseline,tile_energy_exception,0.25,120,0.371727979183197,0.37189893424510956,0.7924941584467888,1.085403640071551,0.3272297061979771,0.8558679977431893,16,8388745.0,0.0,8388745.0,8192.1337890625,8192.1337890625,4.000065326690674,4.000065326690674,3.999934674376203,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,baseline,tile_lowpass,0.125,120,0.5174512053529422,0.5172501504421234,0.6938689822951952,1.5781741579373678,0.45431421225269636,0.6733233052655123,16,4194304.0,0.0,4194304.0,4096.0,4096.0,2.0,2.0,8.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,baseline,tile_lowpass,0.25,120,0.39691100443402927,0.39977703988552094,0.7761559247970581,1.0579415919880073,0.3498625814914703,0.7158884125528857,16,8388608.0,0.0,8388608.0,8192.0,8192.0,4.0,4.0,4.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,baseline,tile_risk_exception,0.125,120,0.49683278053998947,0.49017657339572906,0.708840932448705,1.5768140807747841,0.4365576262275378,0.7467190719034988,16,4194377.0,0.0,4194377.0,4096.0712890625,4096.0712890625,2.000034809112549,2.000034809112549,7.999860765973112,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,baseline,tile_risk_exception,0.25,120,0.3717759850124518,0.3719097971916199,0.7924613441030185,1.0884340817729632,0.3272907977302869,0.8567347569623962,16,8388745.0,0.0,8388745.0,8192.1337890625,8192.1337890625,4.000065326690674,4.000065326690674,3.999934674376203,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,main,base_scalar_quant,0.125,120,0.6350626399119695,0.6317761838436127,0.6153983975450198,1.9739658589164415,0.539955402414004,0.8538749389481382,16,1052672.0,0.0,1052672.0,1028.0,1028.0,0.501953125,0.501953125,31.875486381322958,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,main,base_scalar_quant,0.25,120,0.5260774205128352,0.522752970457077,0.6987814396619797,1.497384923696518,0.44382599617044133,0.9058649403741583,16,2105344.0,0.0,2105344.0,2056.0,2056.0,1.00390625,1.00390625,15.937743190661479,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,main,base_vq,0.125,120,0.7915110970536868,0.7890097498893738,0.4644824321071307,2.5496093198657035,0.6908801754315694,0.3593864615249913,16,1536.0,8454400.0,25020.444444444445,1.5,24.43402777777778,0.000732421875,0.011930677625868056,1341.0805741082847,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,main,base_vq,0.25,120,0.7604798490802447,0.7589251101016998,0.49605306014418604,2.3897966717680297,0.6585001642505328,0.298307779681636,16,3072.0,8454400.0,26556.444444444445,3.0,25.93402777777778,0.00146484375,0.012663099500868056,1263.513723390012,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,main,base_vq_logic_router,0.125,120,0.7972716485460599,0.7925017774105072,0.45792952304085094,2.595044687887033,0.6969038471579552,0.35336329192796256,16,1400.3833333333334,75843975.0,212078.09166666667,1.3675618489583334,207.10751139322917,0.0006677548090616862,0.10112671454747518,158.21734219216412,3,249,248.38333333333333,-0.6166666666666667,0.0024765729585006693,29723,148,849,0,0.9675455729166667,0.0048177083333333336,0.02763671875,0.0,0.06009114583333333,1.851554663991976
textvqa,main,base_vq_logic_router,0.25,120,0.766340501109759,0.7656322121620178,0.4897068609793981,2.439103324711323,0.66432257493337,0.310026084916899,16,2793.0,75844029.0,213470.85833333334,2.7275390625,208.46763509114584,0.0013318061828613281,0.10179083744684855,157.18507088965265,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
textvqa,main,base_vq_mlp_router,0.125,120,0.7978795940677325,0.794076144695282,0.4573128188649813,2.5927050823966664,0.6975850597023964,0.3315271223982563,16,1401.0,75885984.0,212195.4,1.3681640625,207.2220703125,0.0006680488586425781,0.10118265151977539,158.12987463441715,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
textvqa,main,base_vq_mlp_router,0.25,120,0.7667421971758207,0.7665655016899109,0.4891814892490705,2.4401721646388372,0.6647419601678848,0.30014181236037984,16,2793.0,75885984.0,213587.4,2.7275390625,208.5814453125,0.0013318061828613281,0.10184640884399414,157.09930454699108,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
textvqa,main,base_vq_residual_rvq,0.125,120,0.7872342730561892,0.7824557721614838,0.46960147221883136,2.549904478589694,0.6857780689994494,0.37974308418051805,16,1401.0,75825664.0,212027.84444444443,1.3681640625,207.05844184027777,0.0006680488586425781,0.10110275480482313,158.254837179142,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
textvqa,main,base_vq_residual_rvq,0.25,120,0.754138171672821,0.7513740658760071,0.5028869964182376,2.382986316581567,0.6506327788035074,0.2557330307608936,16,2793.0,75825664.0,213419.84444444443,2.7275390625,208.41781684027777,0.0013318061828613281,0.10176651212904188,157.22264294281496,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
textvqa,main,logic_router_fixed_slots,0.125,120,0.7959586381912231,0.7913681268692017,0.45938369060556095,2.5549120684464772,0.6957668324311574,0.3284762499097269,16,1336.0,75844039.0,212013.88611111112,1.3046875,207.04481065538195,0.000637054443359375,0.10109609895282322,158.2652561842811,3,249,184,-65,0.26104417670682734,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
textvqa,main,logic_router_fixed_slots,0.25,120,0.7623314211765925,0.7616387605667114,0.49383839418490727,2.3809060220917067,0.6609406774242719,0.2454721214598976,16,2672.0,75844157.0,213350.2138888889,2.609375,208.34981825086805,0.00127410888671875,0.10173330969280667,157.2739552887202,3,489,368,-121,0.2474437627811861,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
textvqa,main,logic_router_fixed_slots_exact_fallback,0.125,120,0.7882887184619903,0.784278929233551,0.4675992819170157,2.518746013442675,0.6894131178657213,0.3202563002414536,16,525544.0,75844039.0,736221.8861111111,513.2265625,718.966685655382,0.2505989074707031,0.351057951980167,45.57652065634998,3,524457,524392,-65,0.00012393771081327927,29760,0,480,480,0.96875,0.0,0.015625,0.015625,0.03125,2.0
textvqa,main,logic_router_fixed_slots_exact_fallback,0.25,120,0.7551920061310132,0.7546155154705048,0.5010085421303908,2.355453122655551,0.655018716553847,0.2395629710808862,16,526880.0,75844157.0,737558.213888889,514.53125,720.2716932508681,0.2512359619140625,0.35169516272015044,45.49394389234594,3,524697,524576,-121,0.00023060928497780625,28800,0,1440,480,0.9375,0.0,0.046875,0.015625,0.09375,2.0
textvqa,reference,none,,120,0.0,0.0,0.9999999945362409,0.0,0.0,0.0,16,33554432.0,0.0,33554432.0,32768.0,32768.0,16.0,16.0,1.0,,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
